
	     TANUM	TAPOS	VLTYP	VLENR	NLTYP	NLENR	       CONFIRMED_AT
	7000000761	 0007		00000000000126821285			20.151.204.160.122
	7000000761	 0008				00000000000126821285	20.151.204.160.122
	7000000761	 0009		00000000000126821286			20.151.204.160.122
	7000000761	 0010				00000000000126821286	20.151.204.160.122
	7000000761	 0011		00000000000126821287			20.151.204.160.122
	7000000761	 0012				00000000000126821287	20.151.204.160.122
	7000000761	 0013		00000000000126821288			20.151.204.160.122
	7000000761	 0014				00000000000126821288	20.151.204.160.122
	7000000761	 0015		00000000000126821289			20.151.204.160.122
	7000000761	 0016				00000000000126821289	20.151.204.160.122
	7000000761	 0017		00000000000126821290			20.151.204.160.122
	7000000761	 0018				00000000000126821290	20.151.204.160.122
	7000000761	 0019		00000000000126821291			20.151.204.160.122
	7000000761	 0020				00000000000126821291	20.151.204.160.122
	7000000761	 0021		00000000000126821292			20.151.204.160.122
	7000000761	 0022				00000000000126821292	20.151.204.160.122
	7000000761	 0023		00000000000126821293			20.151.204.160.122
	7000000761	 0024				00000000000126821293	20.151.204.160.122
	7000000762	 0001		00000000000126821246			20.151.204.160.332
	7000000762	 0002				00000000000126821246	20.151.204.160.332
	7000000762	 0003		00000000000126821247			20.151.204.160.332
	7000000762	 0004				00000000000126821247	20.151.204.160.332
	7000000762	 0005		00000000000126821248			20.151.204.160.332
	7000000762	 0006				00000000000126821248	20.151.204.160.332
	7000000762	 0007		00000000000126821249			20.151.204.160.332
	7000000762	 0008				00000000000126821249	20.151.204.160.332
	7000000762	 0009		00000000000126821250			20.151.204.160.332
	7000000762	 0010				00000000000126821250	20.151.204.160.332
	7000000762	 0011		00000000000126821251			20.151.204.160.332
	7000000762	 0012				00000000000126821251	20.151.204.160.332
	7000000762	 0013		00000000000126821252			20.151.204.160.332
	7000000762	 0014				00000000000126821252	20.151.204.160.332
	7000000762	 0015		00000000000126821253			20.151.204.160.332
	7000000762	 0016				00000000000126821253	20.151.204.160.332
	7000000762	 0017		00000000000126821254			20.151.204.160.332
	7000000762	 0018				00000000000126821254	20.151.204.160.332
	7000000762	 0019		00000000000126821255			20.151.204.160.332
	7000000762	 0020				00000000000126821255	20.151.204.160.332
	7000000762	 0021		00000000000126821256			20.151.204.160.332
	7000000762	 0022				00000000000126821256	20.151.204.160.332
	7000000762	 0023		00000000000126821257			20.151.204.160.332
	7000000762	 0024				00000000000126821257	20.151.204.160.332
	7000000763	 0001		00000000000126821343			20.151.204.160.648
	7000000763	 0002				00000000000126821343	20.151.204.160.648
	7000000763	 0003		00000000000126821344			20.151.204.160.648
	7000000763	 0004				00000000000126821344	20.151.204.160.648
	7000000763	 0005		00000000000126821345			20.151.204.160.648
	7000000763	 0006				00000000000126821345	20.151.204.160.648
	7000000763	 0007		00000000000126821346			20.151.204.160.648
	7000000763	 0008				00000000000126821346	20.151.204.160.648
	7000000763	 0009		00000000000126821347			20.151.204.160.648
	7000000763	 0010				00000000000126821347	20.151.204.160.648
	7000000763	 0011		00000000000126821348			20.151.204.160.648
	7000000763	 0012				00000000000126821348	20.151.204.160.648
	7000000763	 0013		00000000000126821349			20.151.204.160.648
	7000000763	 0014				00000000000126821349	20.151.204.160.648
	7000000763	 0015		00000000000126821350			20.151.204.160.648
	7000000763	 0016				00000000000126821350	20.151.204.160.648
	7000000763	 0017		00000000000126821351			20.151.204.160.648
	7000000763	 0018				00000000000126821351	20.151.204.160.648
	7000000763	 0019		00000000000126821352			20.151.204.160.648
	7000000763	 0020				00000000000126821352	20.151.204.160.648
	7000000763	 0021		00000000000126821353			20.151.204.160.648
	7000000763	 0022				00000000000126821353	20.151.204.160.648
	7000000763	 0023		00000000000126821354			20.151.204.160.648
	7000000763	 0024				00000000000126821354	20.151.204.160.648
	7000000764	 0001		00000000000126821367			20.151.204.161.043
	7000000764	 0002				00000000000126821367	20.151.204.161.043
	7000000764	 0003		00000000000126821368			20.151.204.161.043
	7000000764	 0004				00000000000126821368	20.151.204.161.043
	7000000764	 0005		00000000000126821369			20.151.204.161.043
	7000000764	 0006				00000000000126821369	20.151.204.161.043
	7000000764	 0007		00000000000126821370			20.151.204.161.043
	7000000764	 0008				00000000000126821370	20.151.204.161.043
	7000000764	 0009		00000000000126821371			20.151.204.161.043
	7000000764	 0010				00000000000126821371	20.151.204.161.043
	7000000764	 0011		00000000000126821372			20.151.204.161.043
	7000000764	 0012				00000000000126821372	20.151.204.161.043
	7000000764	 0013		00000000000126821373			20.151.204.161.043
	7000000764	 0014				00000000000126821373	20.151.204.161.043
	7000000764	 0015		00000000000126821374			20.151.204.161.043
	7000000764	 0016				00000000000126821374	20.151.204.161.043
	7000000764	 0017		00000000000126821375			20.151.204.161.043
	7000000764	 0018				00000000000126821375	20.151.204.161.043
	7000000764	 0019		00000000000126821376			20.151.204.161.043
	7000000764	 0020				00000000000126821376	20.151.204.161.043
	7000000764	 0021		00000000000126821377			20.151.204.161.043
	7000000764	 0022				00000000000126821377	20.151.204.161.043
	7000000764	 0023		00000000000126821378			20.151.204.161.043
	7000000764	 0024				00000000000126821378	20.151.204.161.043
	7000000765	 0001		00000000000126820741			20.151.204.161.227
	7000000765	 0002				00000000000126820741	20.151.204.161.227
	7000000765	 0003		00000000000126820742			20.151.204.161.227
	7000000765	 0004				00000000000126820742	20.151.204.161.227
	7000000765	 0005		00000000000126820743			20.151.204.161.227
	7000000765	 0006				00000000000126820743	20.151.204.161.227
	7000000765	 0007		00000000000126820744			20.151.204.161.227
	7000000765	 0008				00000000000126820744	20.151.204.161.227
	7000000766	 0001		00000000000126821258			20.151.204.161.329
	7000000766	 0002				00000000000126821258	20.151.204.161.329
	7000000766	 0003		00000000000126821259			20.151.204.161.329
	7000000766	 0004				00000000000126821259	20.151.204.161.329
	7000000766	 0005		00000000000126821260			20.151.204.161.329
	7000000766	 0006				00000000000126821260	20.151.204.161.329
	7000000766	 0007		00000000000126821261			20.151.204.161.329
	7000000766	 0008				00000000000126821261	20.151.204.161.329
	7000000766	 0009		00000000000126821262			20.151.204.161.329
	7000000766	 0010				00000000000126821262	20.151.204.161.329
	7000000766	 0011		00000000000126821263			20.151.204.161.329
	7000000766	 0012				00000000000126821263	20.151.204.161.329
	7000000766	 0013		00000000000126821264			20.151.204.161.329
	7000000766	 0014				00000000000126821264	20.151.204.161.329
	7000000766	 0015		00000000000126821265			20.151.204.161.329
	7000000766	 0016				00000000000126821265	20.151.204.161.329
	7000000766	 0017		00000000000126821266			20.151.204.161.329
	7000000766	 0018				00000000000126821266	20.151.204.161.329
	7000000766	 0019		00000000000126821267			20.151.204.161.329
	7000000766	 0020				00000000000126821267	20.151.204.161.329
	7000000766	 0021		00000000000126821268			20.151.204.161.329
	7000000766	 0022				00000000000126821268	20.151.204.161.329
	7000000766	 0023		00000000000126821269			20.151.204.161.329
	7000000766	 0024				00000000000126821269	20.151.204.161.329
	7000000767	 0001		00000000000126821379			20.151.204.161.556
	7000000767	 0002				00000000000126821379	20.151.204.161.556
	7000000767	 0003		00000000000126821380			20.151.204.161.556
	7000000767	 0004				00000000000126821380	20.151.204.161.556
	7000000767	 0005		00000000000126821381			20.151.204.161.556
	7000000767	 0006				00000000000126821381	20.151.204.161.556
	7000000767	 0007		00000000000126821382			20.151.204.161.556
	7000000767	 0008				00000000000126821382	20.151.204.161.556
	7000000767	 0009		00000000000126821383			20.151.204.161.556
	7000000767	 0010				00000000000126821383	20.151.204.161.556
	7000000767	 0011		00000000000126821384			20.151.204.161.556
	7000000767	 0012				00000000000126821384	20.151.204.161.556
	7000000767	 0013		00000000000126821385			20.151.204.161.556
	7000000767	 0014				00000000000126821385	20.151.204.161.556
	7000000767	 0015		00000000000126821386			20.151.204.161.556
	7000000767	 0016				00000000000126821386	20.151.204.161.556
	7000000767	 0017		00000000000126821387			20.151.204.161.556
	7000000767	 0018				00000000000126821387	20.151.204.161.556
	7000000767	 0019		00000000000126821388			20.151.204.161.556
	7000000767	 0020				00000000000126821388	20.151.204.161.556
	7000000767	 0021		00000000000126821389			20.151.204.161.556
	7000000767	 0022				00000000000126821389	20.151.204.161.556
	7000000767	 0023		00000000000126821390			20.151.204.161.556
	7000000767	 0024				00000000000126821390	20.151.204.161.556
	7000000768	 0001		00000000000126820745			20.151.204.161.616
	7000000768	 0002				00000000000126820745	20.151.204.161.616
	7000000768	 0003		00000000000126820746			20.151.204.161.616
	7000000768	 0004				00000000000126820746	20.151.204.161.616
	7000000768	 0005		00000000000126820747			20.151.204.161.617
	7000000768	 0006				00000000000126820747	20.151.204.161.617
	7000000768	 0007		00000000000126820748			20.151.204.161.617
	7000000768	 0008				00000000000126820748	20.151.204.161.617
	7000000769	 0001		00000000000126820725			20.151.204.161.819
	7000000769	 0002				00000000000126820725	20.151.204.161.819
	7000000769	 0003		00000000000126820726			20.151.204.161.819
	7000000769	 0004				00000000000126820726	20.151.204.161.819
	7000000769	 0005		00000000000126820727			20.151.204.161.819
	7000000769	 0006				00000000000126820727	20.151.204.161.819
	7000000769	 0007		00000000000126820728			20.151.204.161.819
	7000000769	 0008				00000000000126820728	20.151.204.161.819
	7000000770	 0001		00000000000126820733			20.151.204.162.120
	7000000770	 0002				00000000000126820733	20.151.204.162.120
	7000000770	 0003		00000000000126820734			20.151.204.162.120
	7000000770	 0004				00000000000126820734	20.151.204.162.120
	7000000770	 0005		00000000000126820735			20.151.204.162.120
	7000000770	 0006				00000000000126820735	20.151.204.162.120
	7000000770	 0007		00000000000126820736			20.151.204.162.120
	7000000770	 0008				00000000000126820736	20.151.204.162.120
	7000000771	 0001		00000000000126820737			20.151.204.162.314
	7000000771	 0002				00000000000126820737	20.151.204.162.314
	7000000771	 0003		00000000000126820738			20.151.204.162.314
	7000000771	 0004				00000000000126820738	20.151.204.162.314
	7000000771	 0005		00000000000126820739			20.151.204.162.314
	7000000771	 0006				00000000000126820739	20.151.204.162.314
	7000000771	 0007		00000000000126820740			20.151.204.162.314
	7000000771	 0008				00000000000126820740	20.151.204.162.314
	7000000772	 0001		00000000000126820749			20.151.204.162.511
	7000000772	 0002				00000000000126820749	20.151.204.162.511
	7000000772	 0003		00000000000126820750			20.151.204.162.511
	7000000772	 0004				00000000000126820750	20.151.204.162.511
	7000000772	 0005		00000000000126820751			20.151.204.162.511
	7000000772	 0006				00000000000126820751	20.151.204.162.511
	7000000772	 0007		00000000000126820752			20.151.204.162.511
	7000000772	 0008				00000000000126820752	20.151.204.162.511
	7000000773	 0001		00000000000126820717			20.151.204.162.701
	7000000773	 0002				00000000000126820717	20.151.204.162.701
	7000000773	 0003		00000000000126820718			20.151.204.162.701
	7000000773	 0004				00000000000126820718	20.151.204.162.701
	7000000773	 0005		00000000000126820719			20.151.204.162.701
	7000000773	 0006				00000000000126820719	20.151.204.162.701
	7000000773	 0007		00000000000126820720			20.151.204.162.701
	7000000773	 0008				00000000000126820720	20.151.204.162.701
	7000000774	 0001		00000000000126820765			20.151.204.173.134
	7000000774	 0002				00000000000126820765	20.151.204.173.134
	7000000774	 0003		00000000000126820766			20.151.204.173.134
	7000000774	 0004				00000000000126820766	20.151.204.173.134
	7000000774	 0005		00000000000126820767			20.151.204.173.134
	7000000774	 0006				00000000000126820767	20.151.204.173.134
	7000000774	 0007		00000000000126820768			20.151.204.173.134
	7000000774	 0008				00000000000126820768	20.151.204.173.134
	7000000775	 0001		00000000000126820753			20.151.204.173.241
	7000000775	 0002				00000000000126820753	20.151.204.173.241
	7000000775	 0003		00000000000126820754			20.151.204.173.241
	7000000775	 0004				00000000000126820754	20.151.204.173.241
	7000000775	 0005		00000000000126820755			20.151.204.173.241
	7000000775	 0006				00000000000126820755	20.151.204.173.241
	7000000775	 0007		00000000000126820756			20.151.204.173.241
	7000000775	 0008				00000000000126820756	20.151.204.173.241
	7000000776	 0001		00000000000014318639			20.151.204.173.519
	7000000776	 0002		00000000000014318736			20.151.204.173.519
	7000000776	 0003		00000000000014318737			20.151.204.173.519
	7000000776	 0004		00000000000014318739			20.151.204.173.519
	7000000776	 0005		00000000000014318747			20.151.204.173.519
	7000000776	 0006		00000000000014318749			20.151.204.173.519
	7000000776	 0007		00000000000014318800			20.151.204.173.519
	7000000777	 0001		00000000000126820769			20.151.204.173.633
	7000000777	 0002				00000000000126820769	20.151.204.173.633
	7000000777	 0003		00000000000126820770			20.151.204.173.633
	7000000777	 0004				00000000000126820770	20.151.204.173.633
	7000000777	 0005		00000000000126820771			20.151.204.173.633
	7000000777	 0006				00000000000126820771	20.151.204.173.633
	7000000777	 0007		00000000000126820772			20.151.204.173.633
	7000000777	 0008				00000000000126820772	20.151.204.173.633
	7000000778	 0001		00000000000126820777			20.151.204.173.910
	7000000778	 0002				00000000000126820777	20.151.204.173.910
	7000000778	 0003		00000000000126820778			20.151.204.173.910
	7000000778	 0004				00000000000126820778	20.151.204.173.910
	7000000778	 0005		00000000000126820779			20.151.204.173.910
	7000000778	 0006				00000000000126820779	20.151.204.173.910
	7000000778	 0007		00000000000126820780			20.151.204.173.910
	7000000778	 0008				00000000000126820780	20.151.204.173.910
	7000000779	 0001		00000000000126820761			20.151.204.174.133
	7000000779	 0002				00000000000126820761	20.151.204.174.133
	7000000779	 0003		00000000000126820762			20.151.204.174.133
	7000000779	 0004				00000000000126820762	20.151.204.174.133
	7000000779	 0005		00000000000126820763			20.151.204.174.133
	7000000779	 0006				00000000000126820763	20.151.204.174.133
	7000000779	 0007		00000000000126820764			20.151.204.174.133
	7000000779	 0008				00000000000126820764	20.151.204.174.133
	7000000780	 0001		00000000000014318632			20.151.204.174.230
	7000000780	 0002		00000000000014318636			20.151.204.174.230
	7000000781	 0001		00000000000126820773			20.151.204.174.305
	7000000781	 0002				00000000000126820773	20.151.204.174.305
	7000000781	 0003		00000000000126820774			20.151.204.174.305
	7000000781	 0004				00000000000126820774	20.151.204.174.305
	7000000781	 0005		00000000000126820775			20.151.204.174.305
	7000000781	 0006				00000000000126820775	20.151.204.174.305
	7000000781	 0007		00000000000126820776			20.151.204.174.305
	7000000781	 0008				00000000000126820776	20.151.204.174.305
	7000000782	 0001		00000000000126820757			20.151.204.174.649
	7000000782	 0002				00000000000126820757	20.151.204.174.649
	7000000782	 0003		00000000000126820758			20.151.204.174.649
	7000000782	 0004				00000000000126820758	20.151.204.174.649
	7000000782	 0005		00000000000126820759			20.151.204.174.649
	7000000782	 0006				00000000000126820759	20.151.204.174.649
	7000000782	 0007		00000000000126820760			20.151.204.174.649
	7000000782	 0008				00000000000126820760	20.151.204.174.649
	7000000783	 0001		00000000000014318633			20.151.204.175.805
	7000000783	 0002		00000000000014318637			20.151.204.175.805
	7000000783	 0003		00000000000014318638			20.151.204.175.805
	7000000783	 0004		00000000000014318641			20.151.204.175.805
	7000000784	 0001		00000000001000000387			20.151.204.180.156
	7000000784	 0002				00000000001000000387	20.151.204.180.156
	7000000785	 0001		00000000000126821925			20.151.204.180.731
	7000000785	 0002				00000000000126821925	20.151.204.180.731
	7000000785	 0003		00000000000126821926			20.151.204.180.731
	7000000785	 0004				00000000000126821926	20.151.204.180.731
	7000000785	 0005		00000000000126821927			20.151.204.180.731
	7000000785	 0006				00000000000126821927	20.151.204.180.731
	7000000785	 0007		00000000000126821928			20.151.204.180.731
	7000000785	 0008				00000000000126821928	20.151.204.180.731
	7000000785	 0009		00000000000126821929			20.151.204.180.731
	7000000785	 0010				00000000000126821929	20.151.204.180.731
	7000000785	 0011		00000000000126821930			20.151.204.180.731
	7000000785	 0012				00000000000126821930	20.151.204.180.731
	7000000785	 0013		00000000000126821931			20.151.204.180.731
	7000000785	 0014				00000000000126821931	20.151.204.180.731
	7000000785	 0015		00000000000126821932			20.151.204.180.731
	7000000785	 0016				00000000000126821932	20.151.204.180.731
	7000000785	 0017		00000000000126821933			20.151.204.180.731
	7000000785	 0018				00000000000126821933	20.151.204.180.731
	7000000785	 0019		00000000000126821934			20.151.204.180.731
	7000000785	 0020				00000000000126821934	20.151.204.180.731
	7000000785	 0021		00000000000126821935			20.151.204.180.731
	7000000785	 0022				00000000000126821935	20.151.204.180.731
	7000000785	 0023		00000000000126821936			20.151.204.180.731
	7000000785	 0024				00000000000126821936	20.151.204.180.731
	7000000786	 0001		00000000000126821577			20.151.204.181.014
	7000000786	 0002				00000000000126821577	20.151.204.181.014
	7000000786	 0003		00000000000126821578			20.151.204.181.014
	7000000786	 0004				00000000000126821578	20.151.204.181.014
	7000000786	 0005		00000000000126821579			20.151.204.181.014
	7000000786	 0006				00000000000126821579	20.151.204.181.014
	7000000786	 0007		00000000000126821580			20.151.204.181.014
	7000000786	 0008				00000000000126821580	20.151.204.181.014
	7000000786	 0009		00000000000126821581			20.151.204.181.014
	7000000786	 0010				00000000000126821581	20.151.204.181.014
	7000000786	 0011		00000000000126821582			20.151.204.181.014
	7000000786	 0012				00000000000126821582	20.151.204.181.014
	7000000786	 0013		00000000000126821583			20.151.204.181.014
	7000000786	 0014				00000000000126821583	20.151.204.181.014
	7000000786	 0015		00000000000126821584			20.151.204.181.014
	7000000786	 0016				00000000000126821584	20.151.204.181.014
	7000000786	 0017		00000000000126821585			20.151.204.181.014
	7000000786	 0018				00000000000126821585	20.151.204.181.014
	7000000786	 0019		00000000000126821586			20.151.204.181.014
	7000000786	 0020				00000000000126821586	20.151.204.181.014
	7000000786	 0021		00000000000126821587			20.151.204.181.014
	7000000786	 0022				00000000000126821587	20.151.204.181.014
	7000000786	 0023		00000000000126821588			20.151.204.181.014
	7000000786	 0024				00000000000126821588	20.151.204.181.014
	7000000787	 0001		00000000000014318635			20.151.204.181.156
	7000000787	 0002		00000000000014318640			20.151.204.181.156
	7000000788	 0001		00000000000126821849			20.151.204.181.251
	7000000788	 0002				00000000000126821849	20.151.204.181.251
	7000000788	 0003		00000000000126821850			20.151.204.181.251
	7000000788	 0004				00000000000126821850	20.151.204.181.251
	7000000788	 0005		00000000000126821851			20.151.204.181.251
	7000000788	 0006				00000000000126821851	20.151.204.181.251
	7000000788	 0007		00000000000126821852			20.151.204.181.251
	7000000788	 0008				00000000000126821852	20.151.204.181.251
	7000000788	 0009		00000000000126821853			20.151.204.181.251
	7000000788	 0010				00000000000126821853	20.151.204.181.251
	7000000788	 0011		00000000000126821854			20.151.204.181.251
	7000000788	 0012				00000000000126821854	20.151.204.181.251
	7000000788	 0013		00000000000126821855			20.151.204.181.251
	7000000788	 0014				00000000000126821855	20.151.204.181.251
	7000000788	 0015		00000000000126821856			20.151.204.181.251
	7000000788	 0016				00000000000126821856	20.151.204.181.251
	7000000788	 0017		00000000000126821857			20.151.204.181.251
	7000000788	 0018				00000000000126821857	20.151.204.181.251
	7000000788	 0019		00000000000126821858			20.151.204.181.251
	7000000788	 0020				00000000000126821858	20.151.204.181.251
	7000000788	 0021		00000000000126821859			20.151.204.181.251
	7000000788	 0022				00000000000126821859	20.151.204.181.251
	7000000788	 0023		00000000000126821860			20.151.204.181.251
	7000000788	 0024				00000000000126821860	20.151.204.181.251
	7000000789	 0001		00000000000126821589			20.151.204.181.442
	7000000789	 0002				00000000000126821589	20.151.204.181.442
	7000000789	 0003		00000000000126821590			20.151.204.181.442
	7000000789	 0004				00000000000126821590	20.151.204.181.442
	7000000789	 0005		00000000000126821591			20.151.204.181.442
	7000000789	 0006				00000000000126821591	20.151.204.181.442
	7000000789	 0007		00000000000126821592			20.151.204.181.442
	7000000789	 0008				00000000000126821592	20.151.204.181.442
	7000000789	 0009		00000000000126821593			20.151.204.181.442
	7000000789	 0010				00000000000126821593	20.151.204.181.442
	7000000789	 0011		00000000000126821594			20.151.204.181.442
	7000000789	 0012				00000000000126821594	20.151.204.181.442
	7000000789	 0013		00000000000126821595			20.151.204.181.442
	7000000789	 0014				00000000000126821595	20.151.204.181.442
	7000000789	 0015		00000000000126821596			20.151.204.181.442
	7000000789	 0016				00000000000126821596	20.151.204.181.442
	7000000789	 0017		00000000000126821597			20.151.204.181.442
	7000000789	 0018				00000000000126821597	20.151.204.181.442
	7000000789	 0019		00000000000126821598			20.151.204.181.442
	7000000789	 0020				00000000000126821598	20.151.204.181.442
	7000000789	 0021		00000000000126821599			20.151.204.181.442
	7000000789	 0022				00000000000126821599	20.151.204.181.442
	7000000789	 0023		00000000000126821600			20.151.204.181.442
	7000000789	 0024				00000000000126821600	20.151.204.181.442
	7000000790	 0001		00000000000126821823			20.151.204.181.912
	7000000790	 0002				00000000000126821823	20.151.204.181.912
	7000000790	 0003		00000000000126821824			20.151.204.181.912
	7000000790	 0004				00000000000126821824	20.151.204.181.912
	7000000790	 0005		00000000000126821825			20.151.204.181.912
	7000000790	 0006				00000000000126821825	20.151.204.181.912
	7000000790	 0007		00000000000126821826			20.151.204.181.912
	7000000790	 0008				00000000000126821826	20.151.204.181.912
	7000000790	 0009		00000000000126821827			20.151.204.181.912
	7000000790	 0010				00000000000126821827	20.151.204.181.912
	7000000790	 0011		00000000000126821828			20.151.204.181.912
	7000000790	 0012				00000000000126821828	20.151.204.181.912
	7000000790	 0013		00000000000126821829			20.151.204.181.912
	7000000790	 0014				00000000000126821829	20.151.204.181.912
	7000000790	 0015		00000000000126821830			20.151.204.181.912
	7000000790	 0016				00000000000126821830	20.151.204.181.912
	7000000790	 0017		00000000000126821831			20.151.204.181.912
	7000000790	 0018				00000000000126821831	20.151.204.181.912
	7000000790	 0019		00000000000126821832			20.151.204.181.912
	7000000790	 0020				00000000000126821832	20.151.204.181.912
	7000000790	 0021		00000000000126821833			20.151.204.181.912
	7000000790	 0022				00000000000126821833	20.151.204.181.912
	7000000790	 0023		00000000000126821834			20.151.204.181.912
	7000000790	 0024				00000000000126821834	20.151.204.181.912
	7000000791	 0001		00000000000014318642			20.151.204.182.154
	7000000791	 0002		00000000000014318645			20.151.204.182.154
	7000000792	 0001		00000000000014318644			20.151.204.184.008
	7000000792	 0002		00000000000014318646			20.151.204.184.008
	7000000792	 0003		00000000000014318647			20.151.204.184.008
	7000000792	 0004		00000000000014318648			20.151.204.184.008
	7000000792	 0005		00000000000014318811			20.151.204.184.008
	7000000792	 0006		00000000000014318825			20.151.204.184.008
	7000000793	 0001		00000000000014260707			20.151.204.185.227
	7000000793	 0002		00000000000014318643			20.151.204.185.227
	7000000793	 0003		00000000000014318812			20.151.204.185.227
	7000000793	 0004		00000000000014318823			20.151.204.185.227
	7000000794	 0001		00000000000126716329			20.151.204.190.410
	7000000794	 0002				00000000000126716329	20.151.204.190.410
	7000000794	 0003		00000000000126716330			20.151.204.190.410
	7000000794	 0004				00000000000126716330	20.151.204.190.410
	7000000794	 0005		00000000000126716331			20.151.204.190.410
	7000000794	 0006				00000000000126716331	20.151.204.190.410
	7000000794	 0007		00000000000126716332			20.151.204.190.410
	7000000794	 0008				00000000000126716332	20.151.204.190.410
	7000000795	 0001		00000000000126716317			20.151.204.190.423
	7000000795	 0002				00000000000126716317	20.151.204.190.423
	7000000795	 0003		00000000000126716318			20.151.204.190.423
	7000000795	 0004				00000000000126716318	20.151.204.190.423
	7000000795	 0005		00000000000126716319			20.151.204.190.423
	7000000795	 0006				00000000000126716319	20.151.204.190.423
	7000000795	 0007		00000000000126716320			20.151.204.190.423
	7000000795	 0008				00000000000126716320	20.151.204.190.423
	7000000796	 0001		00000000000014318820			20.151.204.190.552
	7000000797	 0001		00000000000014306228			20.151.204.190.613
	7000000797	 0002				00000000000014306228	20.151.204.190.613
	7000000798	 0001		00000000000126717493			20.151.204.190.630
	7000000798	 0002				00000000000126717493	20.151.204.190.630
	7000000798	 0003		00000000000126717494			20.151.204.190.630
	7000000798	 0004				00000000000126717494	20.151.204.190.630
	7000000798	 0005		00000000000126717495			20.151.204.190.630
	7000000798	 0006				00000000000126717495	20.151.204.190.630
	7000000799	 0001		00000000000126675570			20.151.204.190.735
	7000000799	 0002				00000000000126675570	20.151.204.190.735
	7000000799	 0003		00000000000126675571			20.151.204.190.735
	7000000799	 0004				00000000000126675571	20.151.204.190.735
	7000000799	 0005		00000000000126675572			20.151.204.190.735
	7000000799	 0006				00000000000126675572	20.151.204.190.735
	7000000799	 0007		00000000000126675573			20.151.204.190.735
	7000000799	 0008				00000000000126675573	20.151.204.190.735
	7000000800	 0001		00000000000126675586			20.151.204.190.846
	7000000800	 0002				00000000000126675586	20.151.204.190.846
	7000000800	 0003		00000000000126675587			20.151.204.190.846
	7000000800	 0004				00000000000126675587	20.151.204.190.846
	7000000800	 0005		00000000000126675588			20.151.204.190.846
	7000000800	 0006				00000000000126675588	20.151.204.190.846
	7000000800	 0007		00000000000126675589			20.151.204.190.846
	7000000800	 0008				00000000000126675589	20.151.204.190.846
	7000000801	 0001		00000000000126675582			20.151.204.191.006
	7000000801	 0002				00000000000126675582	20.151.204.191.006
	7000000801	 0003		00000000000126675583			20.151.204.191.006
	7000000801	 0004				00000000000126675583	20.151.204.191.006
	7000000801	 0005		00000000000126675584			20.151.204.191.006
	7000000801	 0006				00000000000126675584	20.151.204.191.006
	7000000801	 0007		00000000000126675585			20.151.204.191.006
	7000000801	 0008				00000000000126675585	20.151.204.191.006
	7000000802	 0001		00000000000126716321			20.151.204.191.025
	7000000802	 0002				00000000000126716321	20.151.204.191.025
	7000000802	 0003		00000000000126716322			20.151.204.191.025
	7000000802	 0004				00000000000126716322	20.151.204.191.025
	7000000802	 0005		00000000000126716323			20.151.204.191.025
	7000000802	 0006				00000000000126716323	20.151.204.191.025
	7000000802	 0007		00000000000126716324			20.151.204.191.025
	7000000802	 0008				00000000000126716324	20.151.204.191.025
	7000000803	 0001		00000000000126716325			20.151.204.191.138
	7000000803	 0002				00000000000126716325	20.151.204.191.138
	7000000803	 0003		00000000000126716326			20.151.204.191.138
	7000000803	 0004				00000000000126716326	20.151.204.191.138
	7000000803	 0005		00000000000126716327			20.151.204.191.138
	7000000803	 0006				00000000000126716327	20.151.204.191.138
	7000000803	 0007		00000000000126716328			20.151.204.191.138
	7000000803	 0008				00000000000126716328	20.151.204.191.138
	7000000804	 0001		00000000000126716337			20.151.204.191.255
	7000000804	 0002				00000000000126716337	20.151.204.191.255
	7000000804	 0003		00000000000126716338			20.151.204.191.255
	7000000804	 0004				00000000000126716338	20.151.204.191.255
	7000000804	 0005		00000000000126716339			20.151.204.191.255
	7000000804	 0006				00000000000126716339	20.151.204.191.255
	7000000804	 0007		00000000000126716340			20.151.204.191.255
	7000000804	 0008				00000000000126716340	20.151.204.191.255
	7000000805	 0001		00000000000126716333			20.151.204.191.343
	7000000805	 0002				00000000000126716333	20.151.204.191.343
	7000000805	 0003		00000000000126716334			20.151.204.191.343
	7000000805	 0004				00000000000126716334	20.151.204.191.343
	7000000805	 0005		00000000000126716335			20.151.204.191.343
	7000000805	 0006				00000000000126716335	20.151.204.191.343
	7000000805	 0007		00000000000126716336			20.151.204.191.343
	7000000805	 0008				00000000000126716336	20.151.204.191.343
	7000000806	 0001		00000000000126716341			20.151.204.191.445
	7000000806	 0002				00000000000126716341	20.151.204.191.445
	7000000806	 0003		00000000000126716342			20.151.204.191.445
	7000000806	 0004				00000000000126716342	20.151.204.191.445
	7000000806	 0005		00000000000126716343			20.151.204.191.445
	7000000806	 0006				00000000000126716343	20.151.204.191.445
	7000000806	 0007		00000000000126716344			20.151.204.191.445
	7000000806	 0008				00000000000126716344	20.151.204.191.445
	7000000807	 0001		00000000000126675578			20.151.204.191.603
	7000000807	 0002				00000000000126675578	20.151.204.191.603
	7000000807	 0003		00000000000126675579			20.151.204.191.603
	7000000807	 0004				00000000000126675579	20.151.204.191.603
	7000000807	 0005		00000000000126675580			20.151.204.191.603
	7000000807	 0006				00000000000126675580	20.151.204.191.603
	7000000807	 0007		00000000000126675581			20.151.204.191.603
	7000000807	 0008				00000000000126675581	20.151.204.191.603
	7000000808	 0001		00000000000126716345			20.151.204.191.615
	7000000808	 0002				00000000000126716345	20.151.204.191.615
