INDEX,/BIC/GEWTST75L,WM_LGNUM,OI_EBELN,OI_EBELP,WM_DOCNO,WM_ITEMNO,/BIC/GEWHUGUID,RECORDMODE,CALYEAR,CALMONTH,CALWEEK,CALDAY,WEEKDAY1,WM_PRODNO,WM_HUIDENT,/BIC/GEWPWAGEN,/BIC/G0WM_TU_N,WM_TUSRACT,WM_LICNUM,WM_LGPLA,/BIC/GEWTSTP00,/BIC/GEWVBELN,/BIC/GEWTSTP10,/BIC/GEWSTAT10,/BIC/GEWTSTP20,/BIC/GEWSTAT20,/BIC/GEWTSTP30,/BIC/GEWSTAT30,/BIC/GEWTSTP40,/BIC/GEWSTAT40,/BIC/GEWTSTP45,/BIC/GEWSTAT45,/BIC/GEWTSTP50,/BIC/GEWSTAT50,/BIC/GEWTSTP60,/BIC/GEWSTAT60,/BIC/GEWTSTP65,/BIC/GEWSTAT65,/BIC/GEWTSTP70,/BIC/GEWSTAT70,/BIC/GEWTSTP75,/BIC/GEWSTAT75,/BIC/GEWTSTP80,/BIC/GEWSTAT80,/BIC/GEWTSTP90,/BIC/GEWSTAT90,/BIC/GEWTSTP95,/BIC/GEWSTAT95,/BIC/GEWSTAT15,/BIC/GEWSTAT99,/BIC/GEWSTATTL,/BIC/GEWLSTAT,/BIC/GEWTSTPUP,WM_COUNT2,/BIC/GEW2030L,/BIC/GEW3040L,/BIC/GEW4045T,/BIC/GEW6565T,/BIC/GEW6575L,/BIC/GEW7080L,/BIC/GEW7575T,/BIC/GEW8090L,/BIC/GEW2080L,/BIC/GEWTST45L,/BIC/GEWTST65L,RECORD
1206,0,LOCM,5100044708,10,00000000000000000000000021000001331,10,AE2340D55A031EE5A5A233C113765A9B,,2016,201604,201617,2016-04-26,2,04E103404N,00000000000013940004,,000000200000000466,761,LKW001,LMWALKWL01,20160426110736,,20160426110826,2,20160426110828,3,20160426111805,3,20160426112057,3,20160426112129,3,20160426112130,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160426181418,1,577,172,40,0,0,0,0,0,0,20160426112129,0,1206
1207,0,LOCM,5100044709,10,00000000000000000000000021000001328,10,AE2340D55A031EE5A5A233C2545D99A5,,2016,201604,201617,2016-04-26,2,04E103404N,00000000000013940019,,000000200000000466,761,LKW001,LMWALKWL01,20160426110736,,20160426110825,2,20160426110827,3,20160426111826,3,20160426112108,3,20160426112129,3,20160426112130,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160426181418,1,599,162,40,0,0,0,0,0,0,20160426112129,0,1207
1208,0,LOCM,5100044710,10,00000000000000000000000021000001329,10,AE2340D55A031EE5A5A233C2AFCBD9A5,,2016,201604,201617,2016-04-26,2,04E103404N,00000000000013940025,,000000200000000466,761,LKW001,LMWALKWL01,20160426110737,,20160426110825,3,20160426110826,3,20160426111145,3,20160426112122,3,20160426112129,3,20160426112130,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160426181418,1,199,577,40,0,0,0,0,0,0,20160426112129,0,1208
1209,0,LOCM,5100044711,10,,0,00000000000000000000000000000000,,2016,201604,201617,2016-04-26,2,04E103404N,,,,0,,,20160426110737,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160426181418,1,0,0,0,0,0,0,0,0,0,0,0,1209
1210,0,LOCM,5100044712,10,,0,00000000000000000000000000000000,,2016,201604,201617,2016-04-26,2,04E103404N,,,,0,,,20160426110737,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160426181418,1,0,0,0,0,0,0,0,0,0,0,0,1210
1211,0,LOCM,5100044713,10,,0,00000000000000000000000000000000,,2016,201604,201617,2016-04-26,2,04E103404N,,,,0,,,20160426110737,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160426181418,1,0,0,0,0,0,0,0,0,0,0,0,1211
1212,0,LOCM,5100044714,10,,0,00000000000000000000000000000000,,2016,201604,201617,2016-04-26,2,04E103404N,,,,0,,,20160426110738,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160426181418,1,0,0,0,0,0,0,0,0,0,0,0,1212
1213,0,LOCM,5100044715,10,00000000000000000000000022000000616,10,AE2340D55A031EE682F78EA9301E55B1,,2016,201604,201617,2016-04-26,2,06E103023BB,00000000000013946242,,000000200000000444,777,LKW4271038,WAENGPASS1,20160426143837,,20160426143915,3,20160426144010,2,20160427083748,1,20160427083856,3,20160427083900,3,20160427083901,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160427083919,1,64658,68,4,0,0,0,0,0,0,20160427083900,0,1213
1214,0,LOCM,5100044716,10,00000000000000000000000022000000720,10,AE2340D55A031EE682F78EA95B7915B1,,2016,201604,201617,2016-04-26,2,06E103023BB,00000000000013946243,,000000200000000445,779,LKW4271045,WAENGPASS1,20160426143838,,20160426143915,3,20160427084410,1,20160427084431,3,20160427084514,3,20160427084516,3,20160427084517,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160427084519,1,21,43,2,0,0,0,0,0,0,20160427084516,0,1214
1215,0,LOCM,5100044717,10,00000000000000000000000022000000522,10,AE2340D55A031EE682F78EA96A4995B1,,2016,201604,201617,2016-04-26,2,06E103023BB,00000000000013946244,,000000200000000444,777,LKW4271038,WAENGPASS1,20160426143838,,20160426143915,3,20160426144010,2,20160427083757,1,20160427083858,3,20160427083900,3,20160427083901,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160427083919,1,64667,61,4,0,0,0,0,0,0,20160427083900,0,1215
1216,0,LOCM,5100044801,10,00000000000000000000000022000000618,10,0A63B21C04021EE682F19B39FD180954,,2016,201604,201617,2016-04-27,3,06E103023BB,00000000000013946257,,000000200000000446,781,LKW4271121,WAENGPASS1,20160427084920,,20160427085048,1,20160427085049,3,20160427092048,1,20160427092117,3,20160427092119,3,20160427092119,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160427112019,1,1799,29,5,0,0,0,0,0,0,20160427092119,0,1216
1217,0,LOCM,5100044802,10,00000000000000000000000022000000721,10,0A220EF637021ED6838A9266E07B50CD,,2016,201604,201617,2016-04-27,3,06E103023BB,00000000000013946303,,000000200000000447,783,LKW4271123,WAENGPASS1,20160427084922,,20160427085049,1,20160427092211,1,20160427092249,3,20160427092326,3,20160427092328,3,20160427092329,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160427112019,1,38,37,2,0,0,0,0,0,0,20160427092328,0,1217
1218,0,LOCM,5100044803,10,00000000000000000000000022000000617,10,0A63B21C04021EE682F19B39C61F8954,,2016,201604,201617,2016-04-27,3,06E103023BB,00000000000013946256,,000000200000000446,781,LKW4271121,WAENGPASS1,20160427084922,,20160427085048,1,20160427085049,3,20160427092055,1,20160427092114,3,20160427092119,3,20160427092119,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160427112019,1,1806,19,5,0,0,0,0,0,0,20160427092119,0,1218
1219,0,LOCM,5100044806,10,00000000000000000000000022000000527,10,AE2340D55A031ED68494784EAAE695A4,,2016,201605,201618,2016-05-02,1,06E103023BB,00000000000013946323,,000000200000000554,807,LKW5031115,WAENGPASS1,20160502202854,,20160502203218,1,20160502203951,1,20160503082322,1,20160503091600,1,20160503091628,3,20160503091628,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160503091710,1,42211,3158,28,0,0,0,0,0,0,20160503091628,0,1219
1220,0,LOCM,5100044807,10,00000000000000000000000022000000526,10,AE2340D55A031ED68494784EEC5495A4,,2016,201605,201618,2016-05-02,1,06E103023BB,00000000000013946324,,000000200000000554,807,LKW5031115,WAENGPASS1,20160502202906,,20160502203216,1,20160502203951,1,20160503082322,1,20160503091603,1,20160503091628,3,20160503091628,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160503091710,1,42211,3161,28,0,0,0,0,0,0,20160503091628,0,1220
1221,0,LOCM,5100044808,10,00000000000000000000000022000000528,10,AE2340D55A031ED68494784EFC0115A4,,2016,201605,201618,2016-05-02,1,06E103023BB,00000000000013946325,,000000200000000554,807,LKW5031115,WAENGPASS1,20160502202906,,20160502203218,1,20160502203951,1,20160503082322,1,20160503091607,1,20160503091628,3,20160503091628,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160503091710,1,42211,3165,28,0,0,0,0,0,0,20160503091628,0,1221
1222,0,LOCM,5100044809,10,00000000000000000000000022000001000,10,0A63B21C04021ED684A233EF2F9B1584,,2016,201605,201618,2016-05-03,2,06E103023BB,00000000000013946330,,000000200000000556,821,LKW5100953,WAENGPASS1,20160503093225,,20160503093313,3,20160503093448,1,20160510075318,1,20160510075444,3,20160510075501,3,20160510075501,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160510075517,1,598710,86,26,0,0,0,0,0,0,20160510075501,0,1222
1223,0,LOCM,5100044810,10,00000000000000000000000022000000800,10,0A63B21C04021ED684A233EEFE325584,,2016,201605,201618,2016-05-03,2,06E103023BB,00000000000013946329,,000000200000000556,821,LKW5100953,WAENGPASS1,20160503093227,,20160503093313,3,20160503093448,1,20160510075318,1,20160510075435,3,20160510075501,3,20160510075501,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160510075517,1,598710,77,26,0,0,0,0,0,0,20160510075501,0,1223
1224,0,LOCM,5100044811,10,00000000000000000000000022000000900,10,0A63B21C04021ED684A233EF3D601584,,2016,201605,201618,2016-05-03,2,06E103023BB,00000000000013946331,,000000200000000556,821,LKW5100953,WAENGPASS1,20160503093227,,20160503093313,3,20160503093448,1,20160510075318,1,20160510075449,3,20160510075501,3,20160510075501,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160510075517,1,598710,91,26,0,0,0,0,0,0,20160510075501,0,1224
1225,0,LOCM,5100044812,10,00000000000000000000000022000001001,10,AE2340D55A031ED684A2E1071F43D369,,2016,201605,201618,2016-05-03,2,06E103023BB,00000000000013946335,,000000200000000556,821,LKW5100953,WAENGPASS1,20160503100931,,20160503101011,3,20160503101115,1,20160510075318,1,20160510075452,3,20160510075501,3,20160510075501,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160510075517,1,596523,94,26,0,0,0,0,0,0,20160510075501,0,1225
1226,0,LOCM,5100044813,10,00000000000000000000000022000000902,10,00000000000000000000000000000000,,2016,201605,201618,2016-05-03,2,06E103023BB,,,,0,,,20160503100932,,20160503101011,3,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST10,20160503124010,1,0,0,0,0,0,0,0,0,0,0,0,1226
1227,0,LOCM,5100044814,10,00000000000000000000000022000000901,10,AE2340D55A031ED684A2E10766635369,,2016,201605,201618,2016-05-03,2,06E103023BB,00000000000013946337,,000000200000000556,821,LKW5100953,WAENGPASS1,20160503100933,,20160503101011,3,20160503101115,1,20160510075318,1,20160510075459,3,20160510075501,3,20160510075501,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160510075517,1,596523,101,26,0,0,0,0,0,0,20160510075501,0,1227
1228,0,LOCM,5100044815,10,00000000000000000000000022000001002,10,AE2340D55A031ED684A2E1075891D369,,2016,201605,201618,2016-05-03,2,06E103023BB,00000000000013946336,,000000200000000556,821,LKW5100953,WAENGPASS1,20160503100933,,20160503101012,3,20160503101115,1,20160510075318,1,20160510075456,3,20160510075501,3,20160510075501,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160510075517,1,596523,98,26,0,0,0,0,0,0,20160510075501,0,1228
1229,0,LOCM,5100044816,10,00000000000000000000000022000000801,10,0A220EF637021EE684A3AA598B4550EF,,2016,201605,201618,2016-05-03,2,04E103404N,00000000000013946341,,000000200000000560,829,LKW5101058,WAENGPASS1,20160503105422,,20160503105449,3,20160503105555,1,20160510085743,1,20160510085816,3,20160510085846,3,20160510085846,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160510085916,1,597708,33,30,0,0,0,0,0,0,20160510085846,0,1229
1230,0,LOCM,5100044817,10,00000000000000000000000022000000904,10,00000000000000000000000000000000,,2016,201605,201618,2016-05-03,2,04E103404N,,,,0,,,20160503105423,,20160503105449,3,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST10,20160503132510,1,0,0,0,0,0,0,0,0,0,0,0,1230
1231,0,LOCM,5100044818,10,00000000000000000000000022000000903,10,0A220EF637021EE684A3AA59A84790EF,,2016,201605,201618,2016-05-03,2,04E103404N,00000000000013946343,,000000200000000560,829,LKW5101058,WAENGPASS1,20160503105423,,20160503105449,3,20160503105555,1,20160510085743,1,20160510085823,3,20160510085846,3,20160510085846,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160510085916,1,597708,40,30,0,0,0,0,0,0,20160510085846,0,1231
1232,0,LOCM,5100044819,10,00000000000000000000000022000000906,10,0A220EF637021EE684A3AA599B4BD0EF,,2016,201605,201618,2016-05-03,2,04E103404N,00000000000013946342,,000000200000000560,829,LKW5101058,WAENGPASS1,20160503110050,,20160503110407,1,20160507091406,1,20160510085743,1,20160510085819,3,20160510085846,3,20160510085846,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160510085916,1,258217,36,30,0,0,0,0,0,0,20160510085846,0,1232
1233,0,LOCM,5100044820,10,00000000000000000000000022000000803,10,AE2340D55A031ED684A3C7F911DBD369,,2016,201605,201618,2016-05-03,2,04E103404N,00000000000013946348,,000000200000000560,829,LKW5101058,WAENGPASS1,20160503110050,,20160503110407,1,20160503110559,1,20160510085743,1,20160510085840,3,20160510085846,3,20160510085846,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160510085916,1,597104,57,30,0,0,0,0,0,0,20160510085846,0,1233
1234,0,LOCM,5100044821,10,00000000000000000000000022000000802,10,AE2340D55A031ED684A3C7F9033C1369,,2016,201605,201618,2016-05-03,2,04E103404N,00000000000013946347,,000000200000000560,829,LKW5101058,WAENGPASS1,20160503110050,,20160503110407,1,20160503110559,1,20160510085743,1,20160510085831,3,20160510085846,3,20160510085846,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160510085916,1,597104,48,30,0,0,0,0,0,0,20160510085846,0,1234
1235,0,LOCM,5100044822,10,00000000000000000000000022000000905,10,00000000000000000000000000000000,,2016,201605,201618,2016-05-03,2,04E103404N,,,,0,,,20160503110050,,20160503110407,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST10,20160503133110,1,0,0,0,0,0,0,0,0,0,0,0,1235
1236,0,LOCM,5100044823,10,00000000000000000000000022000001003,10,AE2340D55A031ED684A3C7F91C94D369,,2016,201605,201618,2016-05-03,2,04E103404N,00000000000013946349,,000000200000000560,829,LKW5101058,WAENGPASS1,20160503110051,,20160503110407,1,20160503110559,1,20160510085743,1,20160510085843,3,20160510085846,3,20160510085846,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160510085916,1,597104,60,30,0,0,0,0,0,0,20160510085846,0,1236
1237,0,LOCM,5100044901,10,00000000000000000000000021000001236,10,0A220EF637021ED6838A92670B7E90CD,,2016,201604,201617,2016-04-27,3,06E103023BB,00000000000013946305,,000000200000000448,785,LKW4271133,LMWALKWL04,20160427092526,,20160427092630,1,20160427092631,3,20160427092855,3,20160427093315,3,20160427093317,3,20160427093317,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160427163219,1,144,260,4,0,0,0,0,0,0,20160427093317,0,1237
1238,0,LOCM,5100044902,10,00000000000000000000000021000001338,10,0A220EF637021ED6838A9266FFA890CD,,2016,201604,201617,2016-04-27,3,06E103023BB,00000000000013946304,,000000200000000448,785,LKW4271133,LMWALKWL04,20160427093140,,20160427093157,3,20160427093157,3,20160427093256,3,20160427093313,3,20160427093317,3,20160427093317,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160427163819,1,59,17,4,0,0,0,0,0,0,20160427093317,0,1238
1239,0,LOCM,5100044903,10,00000000000000000000000022000000620,10,0A63B21C04021EE6838B768703ED1DA8,,2016,201604,201617,2016-04-27,3,06E103023BB,00000000000013946354,,000000200000000554,807,LKW5031115,WAENGPASS1,20160427093909,,20160427093947,3,20160427094419,1,20160503082322,1,20160503091620,1,20160503091628,3,20160503091628,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160503091710,1,513543,3178,28,0,0,0,0,0,0,20160503091628,0,1239
1240,0,LOCM,5100044903,10,00000000000000000000000022000000620,10,0A63B21C04021EE6838B768713B8DDA8,,2016,201604,201617,2016-04-27,3,06E103023BB,00000000000013946355,,000000200000000554,807,LKW5031115,WAENGPASS1,20160427093909,,20160427093947,3,20160427094419,1,20160503091457,1,20160503091626,3,20160503091628,3,20160503091628,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160503091710,1,516638,89,28,0,0,0,0,0,0,20160503091628,0,1240
1241,0,LOCM,5100044904,10,00000000000000000000000022000000523,10,0A63B21C04021EE6838B7686D3641DA8,,2016,201604,201617,2016-04-27,3,06E103023BB,00000000000013946353,,000000200000000554,807,LKW5031115,WAENGPASS1,20160427093910,,20160427093946,3,20160501162052,1,20160503091434,1,20160503091617,3,20160503091628,3,20160503091628,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160503091710,1,147222,103,28,0,0,0,0,0,0,20160503091628,0,1241
1242,0,LOCM,5100044904,10,00000000000000000000000022000000523,10,0A63B21C04021EE6838B768713B8DDA8,,2016,201604,201617,2016-04-27,3,06E103023BB,00000000000013946355,,000000200000000554,807,LKW5031115,WAENGPASS1,20160427093910,,20160427093946,3,20160501162052,1,20160503082322,1,20160503091626,1,20160503091628,3,20160503091628,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160503091710,1,144150,3184,28,0,0,0,0,0,0,20160503091628,0,1242
1243,0,LOCM,5100044905,10,00000000000000000000000022000000619,10,0A63B21C04021EE6838B7686D3641DA8,,2016,201604,201617,2016-04-27,3,06E103023BB,00000000000013946353,,000000200000000554,807,LKW5031115,WAENGPASS1,20160427093910,,20160427093947,3,20160427094419,1,20160503082322,1,20160503091617,1,20160503091628,3,20160503091628,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160503091710,1,513543,3175,28,0,0,0,0,0,0,20160503091628,0,1243
1244,0,LOCM,5100044905,10,00000000000000000000000022000000619,10,0A63B21C04021EE6838B768703ED1DA8,,2016,201604,201617,2016-04-27,3,06E103023BB,00000000000013946354,,000000200000000554,807,LKW5031115,WAENGPASS1,20160427093910,,20160427093947,3,20160427094419,1,20160503091449,1,20160503091620,3,20160503091628,3,20160503091628,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160503091710,1,516630,91,28,0,0,0,0,0,0,20160503091628,0,1244
1245,0,LOCM,5100044906,10,,0,00000000000000000000000000000000,,2016,201604,201617,2016-04-29,5,038105101AAROH,,,,0,,,20160429095652,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160429170321,1,0,0,0,0,0,0,0,0,0,0,0,1245
1246,0,LOCM,5100044907,10,00000000000000000000000022000000622,10,00000000000000000000000000000000,,2016,201605,201618,2016-05-02,1,03C105266F,,,,0,,,20160502072425,,20160502072631,1,20160718192404,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST20,20160718192506,1,0,0,0,0,0,0,0,0,0,0,0,1246
1247,0,LOCM,5100044908,10,00000000000000000000000022000000524,10,00000000000000000000000000000000,,2016,201605,201618,2016-05-02,1,03C105266F,,,,0,,,20160502072427,,20160502072630,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST10,20160718185707,1,0,0,0,0,0,0,0,0,0,0,0,1247
1248,0,LOCM,5100044909,10,00000000000000000000000022000000623,10,00000000000000000000000000000000,,2016,201605,201618,2016-05-02,1,03C105266L,,,,0,,,20160502131539,,20160502131719,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST10,20160502154624,1,0,0,0,0,0,0,0,0,0,0,0,1248
1249,0,LOCM,5100044910,10,00000000000000000000000022000000525,10,00000000000000000000000000000000,,2016,201605,201618,2016-05-02,1,03C105266L,,,,0,,,20160502131546,,20160502131719,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST10,20160502154624,1,0,0,0,0,0,0,0,0,0,0,0,1249
1250,0,LOCM,5100044911,10,,0,00000000000000000000000000000000,,2016,201605,201618,2016-05-02,1,03L105266DJ,,,,0,,,20160502132834,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160502203523,1,0,0,0,0,0,0,0,0,0,0,0,1250
1251,0,LOCM,5100044912,10,,0,00000000000000000000000000000000,,2016,201605,201618,2016-05-02,1,03L105266DJ,,,,0,,,20160502132835,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160502203523,1,0,0,0,0,0,0,0,0,0,0,0,1251
1252,0,LOCM,5100044913,10,,0,00000000000000000000000000000000,,2016,201605,201618,2016-05-02,1,03C105266F,,,,0,,,20160502133131,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160502160224,1,0,0,0,0,0,0,0,0,0,0,0,1252
1253,0,LOCM,5100044914,10,,0,00000000000000000000000000000000,,2016,201605,201618,2016-05-02,1,03C105266F,,,,0,,,20160502133132,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160502160224,1,0,0,0,0,0,0,0,0,0,0,0,1253
1254,0,LOCM,5100044915,10,,0,00000000000000000000000000000000,,2016,201605,201618,2016-05-02,1,03C105266F,,,,0,,,20160502133132,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160502160224,1,0,0,0,0,0,0,0,0,0,0,0,1254
1255,0,LOCM,5100044916,10,,0,00000000000000000000000000000000,,2016,201605,201618,2016-05-02,1,03C105266F,,,,0,,,20160502133132,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160502160224,1,0,0,0,0,0,0,0,0,0,0,0,1255
1256,0,LOCM,5100044917,10,00000000000000000000000022000000722,10,00000000000000000000000000000000,,2016,201605,201618,2016-05-02,1,03L105266DJ,,,,0,,,20160502133210,,20160502133254,3,20160704122823,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST20,20160704122854,1,0,0,0,0,0,0,0,0,0,0,0,1256
1257,0,LOCM,5100044918,10,00000000000000000000000022000000624,10,00000000000000000000000000000000,,2016,201605,201618,2016-05-02,1,03L105266DJ,,,,0,,,20160502133211,,20160502133254,3,20160704122823,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST20,20160704122854,1,0,0,0,0,0,0,0,0,0,0,0,1257
1258,0,LOCM,5100044919,10,00000000000000000000000021000001600,10,0A63B21C04021ED684A1028B829D1470,,2016,201605,201618,2016-05-03,2,06E103697K,00000000000125832142,,000000200000000601,811,CZT003,LMWALKWR04,20160503085314,,20160503090226,1,20160503090228,3,20160503090935,3,20160503104022,1,20160503104058,3,20160503104058,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160503160010,1,427,5447,60,0,0,0,0,0,0,20160503104058,0,1258
1259,0,LOCM,5100044920,10,00000000000000000000000021000001601,10,0A63B21C04021ED684A1028BA4FF9470,,2016,201605,201618,2016-05-03,2,06E103697K,00000000000125832145,,000000200000000601,811,CZT003,LMWALKWR04,20160503085316,,20160503090227,1,20160503090231,3,20160503091010,3,20160503104048,1,20160503104058,3,20160503104058,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160503160010,1,459,5438,60,0,0,0,0,0,0,20160503104058,0,1259
1260,0,LOCM,5100044921,10,00000000000000000000000021000001401,10,0A63B21C04021ED684A1028B8E4D9470,,2016,201605,201618,2016-05-03,2,06E103697K,00000000000125832143,,000000200000000601,811,CZT003,LMWALKWR04,20160503085317,,20160503090227,1,20160503090230,3,20160503091045,3,20160503104033,1,20160503104058,3,20160503104058,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160503160010,1,495,5388,60,0,0,0,0,0,0,20160503104058,0,1260
1261,0,LOCM,5100044922,10,00000000000000000000000021000001603,10,0A63B21C04021ED684A1028B99D39470,,2016,201605,201618,2016-05-03,2,06E103697K,00000000000125832144,,000000200000000601,811,CZT003,LMWALKWR04,20160503085317,,20160503090227,1,20160503090229,3,20160503103753,1,20160503104041,3,20160503104058,3,20160503104058,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160503160010,1,5724,168,60,0,0,0,0,0,0,20160503104058,0,1261
1262,0,LOCM,5100044923,10,00000000000000000000000021000001602,10,0A63B21C04021ED684A1028B764B5470,,2016,201605,201618,2016-05-03,2,06E103697K,00000000000125832141,,000000200000000601,811,CZT003,LMWALKWR04,20160503085317,,20160503090227,1,20160503090230,3,20160503103844,1,20160503104013,3,20160503104058,3,20160503104058,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160503160010,1,5774,89,60,0,0,0,0,0,0,20160503104058,0,1262
1263,0,LOCM,5100044924,10,00000000000000000000000021000001402,10,0A63B21C04021ED684A1028B1F68D470,,2016,201605,201618,2016-05-03,2,06E103697K,00000000000125832140,,000000200000000601,811,CZT003,LMWALKWR04,20160503085318,,20160503090227,1,20160503090230,3,20160503103820,1,20160503103958,3,20160503104058,2,20160503104058,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160503160010,1,5750,98,60,0,0,0,0,0,0,20160503104058,0,1263
1264,0,LOCM,5100045002,10,,0,00000000000000000000000000000000,,2016,201605,201619,2016-05-09,1,06H121011P,,,,0,,,20160509075931,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160509150615,1,0,0,0,0,0,0,0,0,0,0,0,1264
1265,0,LOCM,5100045003,10,,0,00000000000000000000000000000000,,2016,201605,201619,2016-05-09,1,06H121011P,,,,0,,,20160509075933,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160509150615,1,0,0,0,0,0,0,0,0,0,0,0,1265
1266,0,LOCM,5100045004,10,,0,00000000000000000000000000000000,,2016,201605,201619,2016-05-09,1,06H121011P,,,,0,,,20160509075934,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160509150615,1,0,0,0,0,0,0,0,0,0,0,0,1266
1267,0,LOCM,5100045005,10,00000000000000000000000022000000804,10,00000000000000000000000000000000,,2016,201605,201619,2016-05-09,1,06J103041AD,,,,0,,,20160509085132,,20160509085956,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST10,20160509112215,1,0,0,0,0,0,0,0,0,0,0,0,1267
1268,0,LOCM,5100045006,10,00000000000000000000000022000000909,10,00000000000000000000000000000000,,2016,201605,201619,2016-05-09,1,06J103041AD,,,,0,,,20160509085133,,20160509085956,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST10,20160509112215,1,0,0,0,0,0,0,0,0,0,0,0,1268
1269,0,LOCM,5100045007,10,00000000000000000000000022000000908,10,00000000000000000000000000000000,,2016,201605,201619,2016-05-09,1,06J103041AD,,,,0,,,20160509085133,,20160509085954,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST10,20160509112215,1,0,0,0,0,0,0,0,0,0,0,0,1269
