INDEX,/BIC/GEWTST75L,WM_LGNUM,OI_EBELN,OI_EBELP,WM_DOCNO,WM_ITEMNO,/BIC/GEWHUGUID,RECORDMODE,CALYEAR,CALMONTH,CALWEEK,CALDAY,WEEKDAY1,WM_PRODNO,WM_HUIDENT,/BIC/GEWPWAGEN,/BIC/G0WM_TU_N,WM_TUSRACT,WM_LICNUM,WM_LGPLA,/BIC/GEWTSTP00,/BIC/GEWVBELN,/BIC/GEWTSTP10,/BIC/GEWSTAT10,/BIC/GEWTSTP20,/BIC/GEWSTAT20,/BIC/GEWTSTP30,/BIC/GEWSTAT30,/BIC/GEWTSTP40,/BIC/GEWSTAT40,/BIC/GEWTSTP45,/BIC/GEWSTAT45,/BIC/GEWTSTP50,/BIC/GEWSTAT50,/BIC/GEWTSTP60,/BIC/GEWSTAT60,/BIC/GEWTSTP65,/BIC/GEWSTAT65,/BIC/GEWTSTP70,/BIC/GEWSTAT70,/BIC/GEWTSTP75,/BIC/GEWSTAT75,/BIC/GEWTSTP80,/BIC/GEWSTAT80,/BIC/GEWTSTP90,/BIC/GEWSTAT90,/BIC/GEWTSTP95,/BIC/GEWSTAT95,/BIC/GEWSTAT15,/BIC/GEWSTAT99,/BIC/GEWSTATTL,/BIC/GEWLSTAT,/BIC/GEWTSTPUP,WM_COUNT2,/BIC/GEW2030L,/BIC/GEW3040L,/BIC/GEW4045T,/BIC/GEW6565T,/BIC/GEW6575L,/BIC/GEW7080L,/BIC/GEW7575T,/BIC/GEW8090L,/BIC/GEW2080L,/BIC/GEWTST45L,/BIC/GEWTST65L,RECORD
156,0,LOCM,5100043154,10,00000000000000000000000021000000051,10,0A63B21C04021ED5A2D365CBD91D0193,,2015,201511,201547,2015-11-17,2,04L103023C,00000000001000000031,,000000200000000021,121,,LMWALKWL01,20151117131643,,20151117131705,3,20151117131705,3,20151124125046,1,20151124135507,1,20151124135640,3,20151124135651,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20151124135722,1,603221,3861,93,0,0,0,0,0,0,20151124135640,0,156
157,0,LOCM,5100043155,10,00000000000000000000000021000000173,10,0A63B21C04021ED5A3A50327F20CDF2D,,2015,201511,201547,2015-11-18,3,079103373BNROH,00000000000013939393,,000000200000000074,79,LKW001,LMWALKWL02,20151118110538,,20151118110616,3,20151118110617,3,20151118110921,3,20151118111001,3,20151118111003,3,20151118111003,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20151118131108,1,184,40,2,0,0,0,0,0,0,20151118111003,0,157
158,20151202145748,LOCM,5100043156,10,00000000000000000000000022000000005,10,0A63B21C04021EE5A3DA1F349047C4A1,,2015,201511,201547,2015-11-19,4,03L141016K,00000000000013939674,,000000200000000089,132,LKW001,WAENGPASS1,20151119152142,0189593260,20151119153418,1,20151119153835,1,20151119153943,3,20151124140404,1,20151124140455,3,20151124140455,3,20151125125611,1,20151125125611,3,20151125125611,3,0,,0,,0,,0,,,,1,ST70,20151125125623,1,68,426261,91,61,0,0,0,0,0,20151124140455,20151125125631,158
159,0,LOCM,5100043157,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-19,4,03L105266DF,,,,0,,,20151119162901,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151119172911,1,0,0,0,0,0,0,0,0,0,0,0,159
160,20151202145748,LOCM,5100043158,10,00000000000000000000000022000000103,10,0A63B21C04021ED5A3DBC32FC9FC4193,,2015,201511,201547,2015-11-19,4,03C105266F,00000000000013939680,,000000200000000089,132,LKW001,WAENGPASS1,20151119165451,0189593258,20151119165548,3,20151119165809,1,20151119165850,3,20151124140343,1,20151124140455,3,20151124140455,3,20151125125617,1,20151125125617,3,20151125125617,3,0,,0,,0,,0,,,,1,ST70,20151125125623,1,41,421493,91,61,0,0,0,0,0,20151124140455,20151125125631,160
161,20151202145748,LOCM,5100043159,10,00000000000000000000000022000000006,10,0A63B21C04021ED5A1F6E4EF60A3C193,,2015,201511,201547,2015-11-20,5,04L103373E ROH,00000000000013939003,PLAT000003,000000200000000089,132,LKW001,WAENGPASS1,20151120120837,0189593257,20151120120904,3,20151120120904,3,20151124125246,1,20151124140324,1,20151124140455,3,20151124140455,3,20151125125625,1,20151125125625,3,20151125125626,3,20151202145748,1,0,,0,,0,,,,1,ST75,20151202145834,1,348222,4238,91,61,612083,0,0,0,0,20151124140455,20151125125631,161
162,0,LOCM,5100043160,10,00000000000000000000000021000000212,10,00000000000000000000000000000000,,2015,201511,201548,2015-11-23,1,03L141016K,,,,0,,,20151123185152,,20151125153836,1,20151202180937,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST20,20151202181034,1,0,0,0,0,0,0,0,0,0,0,0,162
163,0,LOCM,5100043161,10,00000000000000000000000021000000587,10,0A220EF637021ED5B09B9F3A469D1C67,,2015,201511,201548,2015-11-24,2,06J145713K,00000000000013941219,,000000200000000322,503,LKW001,LMWALKWR02,20151124094017,,20160208113141,1,20160208113142,3,20160301091834,1,20160301092021,3,20160301092023,3,20160301092024,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160301093008,1,1892812,107,2,0,0,0,0,0,0,20160301092023,0,163
164,0,LOCM,5100043162,10,00000000000000000000000021000000077,10,AE2340D55A031EE5A4D30E211D919A9B,,2015,201511,201548,2015-11-24,2,03C105266F,00000000000013939709,,000000200000000082,104,,LR02R01004,20151124105155,,20151124105241,3,20151124105241,3,20151124104710,3,20151124112152,1,20151124112200,3,20151124112211,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20151124115221,1,-331,2082,8,0,0,0,0,0,0,20151124112200,0,164
165,0,LOCM,5100043168,10,00000000000000000000000021000000085,10,00000000000000000000000000000000,,2015,201511,201548,2015-11-25,3,06F141015,,,,0,,,20151125132159,,20151125135756,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST10,20151125142224,1,0,0,0,0,0,0,0,0,0,0,0,165
166,0,LOCM,5100043169,10,00000000000000000000000021000000089,10,00000000000000000000000000000000,,2015,201511,201548,2015-11-25,3,06F141015,,,,0,,,20151125132200,,20151125153832,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST10,20151125153924,1,0,0,0,0,0,0,0,0,0,0,0,166
167,0,LOCM,5100043170,10,00000000000000000000000021000000336,10,AE2340D55A031ED5A8FE9A46456C9A17,,2015,201511,201548,2015-11-25,3,06F141015,00000000000013940302,,000000200000000042,193,ZUI-123,LMWALKWR03,20151125132200,,20151216130228,1,20151216130229,3,20151216133952,2,20151216134050,3,20151216134052,3,20151216134052,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20151216134103,1,2243,58,2,0,0,0,0,0,0,20151216134052,0,167
168,0,LOCM,5100043171,10,00000000000000000000000021000000261,10,00000000000000000000000000000000,,2015,201511,201548,2015-11-25,3,06F141015,,,,0,,,20151125132200,,20151216130228,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST10,20151216130303,1,0,0,0,0,0,0,0,0,0,0,0,168
169,0,LOCM,5100043172,10,,0,00000000000000000000000000000000,,2015,201511,201548,2015-11-25,3,06F141015,,,,0,,,20151125150154,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151125160224,1,0,0,0,0,0,0,0,0,0,0,0,169
170,0,LOCM,5100043173,10,00000000000000000000000021000000315,10,0A63B21C04021ED682F30CD457B3C3C6,,2015,201511,201548,2015-11-25,3,04E103404N,00000000000013946231,,000000200000000467,763,LKW001,LMWALKWL02,20151125154156,,20151127142302,1,20160426112751,1,20160426113000,3,20160426113037,3,20160426113040,3,20160426113040,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160426113118,1,129,37,14,0,0,0,0,0,0,20160426113040,0,170
171,0,LOCM,5100043174,10,,0,00000000000000000000000000000000,,2015,201511,201548,2015-11-25,3,04L141015,,,,0,,,20151125154157,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151125164224,1,0,0,0,0,0,0,0,0,0,0,0,171
172,0,LOCM,5100043175,10,00000000000000000000000021000000097,10,00000000000000000000000000000000,,2015,201511,201548,2015-11-25,3,06H103373F ROH,,,,0,,,20151125162328,,20151125162600,3,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST10,20151208111048,1,0,0,0,0,0,0,0,0,0,0,0,172
173,0,LOCM,5100043177,10,00000000000000000000000021000000098,20,0A63B21C04021ED5A2C0DD4B599F184D,,2015,201511,201548,2015-11-25,3,06H103373F ROH,00000000000013939216,,000000200000000093,139,CSU-002,LMWALKWL01,20151125162329,,20151125162600,3,20151125162601,3,20151126143146,1,20151126144510,3,20151126144518,3,20151126144518,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20151126144525,1,79545,804,8,0,0,0,0,0,0,20151126144518,0,173
174,0,LOCM,5100043177,10,00000000000000000000000021000000098,30,0A63B21C04021ED5A2C0DD4B65FAD84D,,2015,201511,201548,2015-11-25,3,06H103373F ROH,00000000000013939217,,000000200000000237,324,LKW1271435,LMWALKWL02,20151125162329,,20151125162600,3,20160119113408,1,20160119161855,1,20160127133730,1,20160127133754,3,20160127133754,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160127133818,1,17087,681515,123,0,0,0,0,0,0,20160127133754,0,174
175,0,LOCM,5100043178,10,00000000000000000000000021000000099,20,AE2340D55A031EE5A79D957C1E59C7BC,,2015,201511,201548,2015-11-25,3,06H103373F ROH,00000000000013940190,,000000200000000175,289,LKW001,LMWALKWR01,20151125162329,,20151125162600,3,20160119162154,1,20160127140448,1,20160127140805,3,20160127140842,3,20160127140842,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160127140918,1,682974,197,41,0,0,0,0,0,0,20160127140842,0,175
176,0,LOCM,5100043179,10,00000000000000000000000021000000307,10,00000000000000000000000000000000,,2015,201511,201548,2015-11-26,4,059103601CJ,,,,0,,,20151126103940,,20151126141432,1,20151126141433,3,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST20,20151126174625,1,0,0,0,0,0,0,0,0,0,0,0,176
177,0,LOCM,5100043182,10,,0,00000000000000000000000000000000,,2015,201511,201548,2015-11-27,5,06H145713D,,,,0,,,20151127144254,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151127214928,1,0,0,0,0,0,0,0,0,0,0,0,177
178,0,LOCM,5100043183,10,,0,00000000000000000000000000000000,,2015,201511,201548,2015-11-27,5,06H145713D,,,,0,,,20151127144255,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151127214928,1,0,0,0,0,0,0,0,0,0,0,0,178
179,0,LOCM,5100043184,10,,0,00000000000000000000000000000000,,2015,201511,201548,2015-11-27,5,06H145713D,,,,0,,,20151127144255,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151127214928,1,0,0,0,0,0,0,0,0,0,0,0,179
180,0,LOCM,5100043185,10,,0,00000000000000000000000000000000,,2015,201511,201548,2015-11-27,5,06H145713D,,,,0,,,20151127144255,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151127214928,1,0,0,0,0,0,0,0,0,0,0,0,180
181,0,LOCM,5100043187,10,,0,00000000000000000000000000000000,,2015,201512,201549,2015-12-01,2,03L141018A,,,,0,,,20151201101305,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151201171933,1,0,0,0,0,0,0,0,0,0,0,0,181
182,0,LOCM,5100043188,10,00000000000000000000000021000000248,10,00000000000000000000000000000000,,2015,201512,201549,2015-12-01,2,059103601CJ,,,,0,,,20151201101308,,20151201101316,3,20151201101318,3,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST20,20151201171933,1,0,0,0,0,0,0,0,0,0,0,0,182
183,0,LOCM,5100043189,10,00000000000000000000000021000000320,10,AE2340D55A031ED5A6A17085A49A1253,,2015,201512,201549,2015-12-02,3,06H103023L,00000000000013940164,,000000200000000095,153,,LMWALKWL01,20151202155416,,20151202160440,1,20151202160441,3,20151202161450,3,20151202162437,3,20151202162809,1,20151202162820,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20151202230034,1,609,587,212,0,0,0,0,0,0,20151202162809,0,183
184,0,LOCM,5100043190,10,,0,00000000000000000000000000000000,,2015,201512,201549,2015-12-02,3,03L141016K,,,,0,,,20151202181146,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151203011834,1,0,0,0,0,0,0,0,0,0,0,0,184
185,0,LOCM,5100043191,10,,0,00000000000000000000000000000000,,2015,201512,201549,2015-12-02,3,03L141016K,,,,0,,,20151202181147,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151203011834,1,0,0,0,0,0,0,0,0,0,0,0,185
186,0,LOCM,5100043192,10,,0,00000000000000000000000000000000,,2015,201512,201549,2015-12-02,3,03L141016K,,,,0,,,20151202181258,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151203011934,1,0,0,0,0,0,0,0,0,0,0,0,186
187,0,LOCM,5100043193,10,,0,00000000000000000000000000000000,,2015,201512,201549,2015-12-02,3,03L141016K,,,,0,,,20151202181259,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151203011934,1,0,0,0,0,0,0,0,0,0,0,0,187
188,0,LOCM,5100043194,10,,0,00000000000000000000000000000000,,2015,201512,201549,2015-12-02,3,06E103023AS,,,,0,,,20151202182109,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151203012734,1,0,0,0,0,0,0,0,0,0,0,0,188
189,0,LOCM,5100043195,10,,0,00000000000000000000000000000000,,2015,201512,201549,2015-12-02,3,06E103023AS,,,,0,,,20151202182109,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151203012734,1,0,0,0,0,0,0,0,0,0,0,0,189
190,0,LOCM,5100043196,10,,0,00000000000000000000000000000000,,2015,201512,201549,2015-12-02,3,06E103023AS,,,,0,,,20151202182109,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151203012734,1,0,0,0,0,0,0,0,0,0,0,0,190
191,0,LOCM,5100043197,10,,0,00000000000000000000000000000000,,2015,201512,201549,2015-12-02,3,06E103023AS,,,,0,,,20151202182110,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151203012734,1,0,0,0,0,0,0,0,0,0,0,0,191
192,0,LOCM,5100043198,10,,0,00000000000000000000000000000000,,2015,201512,201549,2015-12-02,3,06E103023AS,,,,0,,,20151202182110,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151203012734,1,0,0,0,0,0,0,0,0,0,0,0,192
193,0,LOCM,5100043199,10,,0,00000000000000000000000000000000,,2015,201512,201549,2015-12-02,3,06E103023AS,,,,0,,,20151202182110,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151203012734,1,0,0,0,0,0,0,0,0,0,0,0,193
194,0,LOCM,5100043200,10,,0,00000000000000000000000000000000,,2015,201512,201549,2015-12-02,3,06E103023AS,,,,0,,,20151202182110,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151203012734,1,0,0,0,0,0,0,0,0,0,0,0,194
195,0,LOCM,5100043201,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06J145713Q,,,,0,,,20151120095217,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105311,1,0,0,0,0,0,0,0,0,0,0,0,195
196,0,LOCM,5100043202,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06J145713Q,,,,0,,,20151120095217,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105311,1,0,0,0,0,0,0,0,0,0,0,0,196
197,0,LOCM,5100043203,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06J145713Q,,,,0,,,20151120095217,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105311,1,0,0,0,0,0,0,0,0,0,0,0,197
198,0,LOCM,5100043204,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06J145713Q,,,,0,,,20151120095218,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105311,1,0,0,0,0,0,0,0,0,0,0,0,198
199,0,LOCM,5100043205,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06K105266J,,,,0,,,20151120095218,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105311,1,0,0,0,0,0,0,0,0,0,0,0,199
200,0,LOCM,5100043206,10,00000000000000000000000021000000217,10,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06K141015F,,,,0,,,20151120095218,,20151125153842,1,20151209103453,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST20,20160204145925,1,0,0,0,0,0,0,0,0,0,0,0,200
201,0,LOCM,5100043207,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06K141015F,,,,0,,,20151120095219,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105311,1,0,0,0,0,0,0,0,0,0,0,0,201
202,0,LOCM,5100043208,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06K141015F,,,,0,,,20151120095219,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105311,1,0,0,0,0,0,0,0,0,0,0,0,202
203,0,LOCM,5100043209,10,00000000000000000000000021000000219,10,AE2340D55A031EE5A4E94134FA259A9B,,2015,201511,201547,2015-11-20,5,077103153L,00000000001000000651,,000000200000000097,158,AAA-002,LMWALKWL03,20151120095219,,20151125153845,1,20151126075928,1,20151202191725,1,20151202192232,3,20151202192234,3,20151202192234,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20151202192334,1,559077,307,2,0,0,0,0,0,0,20151202192234,0,203
204,0,LOCM,5100043210,10,00000000000000000000000021000000096,10,AE2340D55A031ED5A3883C84107ADA17,,2015,201511,201547,2015-11-20,5,077103153L,00000000000013939133,,000000200000000096,156,AAA-001,LMWALKWL03,20151120095220,,20151125153845,1,20151126130931,1,20151202191740,1,20151202191950,3,20151202191952,3,20151202191952,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20151202192034,1,540489,130,2,0,0,0,0,0,0,20151202191952,0,204
205,0,LOCM,5100043211,10,00000000000000000000000021000000218,10,0A63B21C04021ED5A5820970A8AD184D,,2015,201511,201547,2015-11-20,5,077103153L,00000000001000000670,,000000200000000099,162,AAA-004,LMWALKWL03,20151120095220,,20151125153845,1,20151126073931,1,20151202191458,1,20151202200111,1,20151202200113,3,20151202200113,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20151202200134,1,560127,2773,2,0,0,0,0,0,0,20151202200113,0,205
206,0,LOCM,5100043212,10,00000000000000000000000021000000220,10,AE2340D55A031EE5A4E95F3E1E410046,,2015,201511,201547,2015-11-20,5,077103153L,00000000001000000652,,000000200000000098,160,AAA-003,LMWALKWL03,20151120095220,,20151125153845,1,20151126075932,1,20151202191708,1,20151202192509,3,20151202192511,3,20151202192511,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20151202192534,1,559056,481,2,0,0,0,0,0,0,20151202192511,0,206
207,0,LOCM,5100043213,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,079103023AP,,,,0,,,20151120095221,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105311,1,0,0,0,0,0,0,0,0,0,0,0,207
208,0,LOCM,5100043214,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,079103023AP,,,,0,,,20151120095221,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105311,1,0,0,0,0,0,0,0,0,0,0,0,208
209,0,LOCM,5100043215,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,079103023AP,,,,0,,,20151120095221,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105311,1,0,0,0,0,0,0,0,0,0,0,0,209
210,0,LOCM,5100043216,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,079103023AP,,,,0,,,20151120095221,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105311,1,0,0,0,0,0,0,0,0,0,0,0,210
211,0,LOCM,5100043217,10,,0,00000000000000000000000000000000,,2015,201511,201548,2015-11-23,1,06K103403AF,,,,0,,,20151123130704,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151123140720,1,0,0,0,0,0,0,0,0,0,0,0,211
212,0,LOCM,5100043218,10,00000000000000000000000021000000190,10,AE2340D55A031ED5A2D47C900E459253,,2015,201511,201548,2015-11-24,2,06K103403S,00000000001000000019,,000000200000000076,92,,LMWALKWR05,20151124074031,,20151124074112,3,20151124074113,3,20151124074635,1,20151124074921,3,20151124075034,3,20151124075038,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20151124084121,1,322,166,73,0,0,0,0,0,0,20151124075034,0,212
213,0,LOCM,5100043219,10,00000000000000000000000021000000611,10,AE2340D55A031EE5AD88D63B62B515FB,,2015,201511,201548,2015-11-24,2,038105101AAROH,00000000000013940397,,000000200000000213,235,LKW001,LMWALKWL03,20151124125816,,20160113094340,1,20160113094340,3,20160113094443,3,20160113100005,3,20160113100013,3,20160113100013,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160113100544,1,63,922,8,0,0,0,0,0,0,20160113100013,0,213
214,0,LOCM,5100043220,10,00000000000000000000000021000000193,10,0A63B21C04021ED5A2C0DD4AF0CD584D,,2015,201511,201548,2015-11-24,2,06H103373F ROH,00000000000013939209,,000000200000000085,110,LKW001,LMWALKWL06,20151124130134,,20151124130153,3,20151124130155,3,20151124130610,2,20151124130730,3,20151124130737,3,20151124130737,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20151124140221,1,255,80,7,0,0,0,0,0,0,20151124130737,0,214
215,0,LOCM,5100043220,10,00000000000000000000000021000000193,10,0A63B21C04021ED5A2C0DD4B2462584D,,2015,201511,201548,2015-11-24,2,06H103373F ROH,00000000000013939212,,000000200000000085,110,LKW001,LMWALKWL06,20151124130134,,20151124130153,3,20151124130155,3,20151124130615,2,20151124130734,3,20151124130737,3,20151124130737,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20151124140221,1,260,79,7,0,0,0,0,0,0,20151124130737,0,215
216,0,LOCM,5100043221,10,00000000000000000000000021000000192,20,0A63B21C04021ED5A2C0DD4B349D584D,,2015,201511,201548,2015-11-24,2,06H103373F ROH,00000000000013939213,,000000200000000023,125,CSU-001,LMWALKWL04,20151124130134,0189593290,20151124130152,3,20151124130153,3,20151125164752,1,20151126115559,1,20151126115607,3,20151126115608,3,0,,0,,0,,0,,0,,0,,20151126120112,1,,,1,ST95,20151126120125,1,99959,68887,8,0,0,0,0,0,0,20151126115607,0,216
217,0,LOCM,5100043221,10,00000000000000000000000021000000192,30,AE2340D55A031ED5A3A83958C6854665,,2015,201511,201548,2015-11-24,2,06H103373F ROH,00000000000013939480,,000000200000000237,324,LKW1271435,LMWALKWL02,20151124130134,,20151124130152,3,20151124130153,3,20160119163326,1,20160127133727,1,20160127133754,3,20160127133754,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160127133818,1,4851093,680641,123,0,0,0,0,0,0,20160127133754,0,217
218,0,LOCM,5100043222,10,00000000000000000000000021000000221,10,00000000000000000000000000000000,,2015,201511,201548,2015-11-25,3,03L141016K,,,,0,,,20151125154526,,20151125154623,3,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST10,20151125164624,1,0,0,0,0,0,0,0,0,0,0,0,218
219,0,LOCM,5100043225,10,00000000000000000000000021000000231,10,0A63B21C04021ED5A2C0DD4B7171D84D,,2015,201511,201548,2015-11-26,4,06H103373F ROH,00000000000013939218,,000000200000000237,324,LKW1271435,LMWALKWL02,20151126114846,,20151126115018,3,20151208072452,1,20160118193252,1,20160127133707,1,20160127133754,3,20160127133754,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160127133818,1,3586080,756255,123,0,0,0,0,0,0,20160127133754,0,219
220,0,LOCM,5100043226,10,00000000000000000000000021000000230,10,0A63B21C04021EE5A5B15462DED582E8,,2015,201511,201548,2015-11-26,4,06H103373F ROH,00000000000013940112,,000000200000000153,205,LKW001,LMWALKWL01,20151126114846,,20151126115018,3,20151216140543,1,20151216140855,3,20160106202649,1,20160106202718,3,20160106202718,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160107094849,1,192,1837074,36,0,0,0,0,0,0,20160106202718,0,220
221,0,LOCM,5100043227,10,00000000000000000000000021000000237,10,AE2340D55A031EE5A387FE77A4024046,,2015,201511,201548,2015-11-26,4,04L103373E ROH,00000000000013939311,,000000200000000041,191,12-09-04,LMWALKWL06,20151126134941,,20151126135033,3,20151126135034,3,20151126135557,1,20151209093534,1,20151216133226,1,20151216133226,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20151216133303,1,323,1107577,619012,0,0,0,0,0,0,20151216133226,0,221
222,0,LOCM,5100043228,10,00000000000000000000000021000000305,10,0A63B21C04021EE5A4B87C208186DDA8,,2015,201511,201548,2015-11-26,4,04L103373E ROH,00000000001000000486,,000000200000000041,191,12-09-04,LMWALKWL06,20151126134945,,20151126135034,3,20151126135034,3,20151126135737,3,20151209093559,1,20151216133226,1,20151216133226,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20151216133303,1,423,1107502,619012,0,0,0,0,0,0,20151216133226,0,222
223,0,LOCM,5100043228,10,00000000000000000000000021000000305,10,AE2340D55A031EE5A387FE77B75D4046,,2015,201511,201548,2015-11-26,4,04L103373E ROH,00000000000013939312,,000000200000000041,191,12-09-04,LMWALKWL06,20151126134945,,20151126135034,3,20151126135034,3,20151126135722,1,20151209093548,1,20151216133226,1,20151216133226,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20151216133303,1,408,1107506,619012,0,0,0,0,0,0,20151216133226,0,223
224,0,LOCM,5100043229,10,00000000000000000000000021000000308,10,00000000000000000000000000000000,,2015,201511,201548,2015-11-26,4,03L141016K,,,,0,,,20151126142225,,20151126142313,3,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST10,20151126212826,1,0,0,0,0,0,0,0,0,0,0,0,224
225,0,LOCM,5100043230,10,,0,00000000000000000000000000000000,,2015,201511,201548,2015-11-26,4,03L141016K,,,,0,,,20151126142346,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151126213025,1,0,0,0,0,0,0,0,0,0,0,0,225
