INDEX,CHNGID,RECORDTP,REQUID,WM_COUNT2,/BIC/G0WM_TU_N,CALWEEK,/BIC/GEWLSTAT,CALDAY,CALMONTH,CALYEAR,WEEKDAY1,WM_MATNR,WM_LICNUM,WM_VLTYP,WM_NLTYP,WM_VLPLA,/BIC/GEWVOND,/BIC/GEWVONZ,/BIC/GEWKPI,WM_NLENR,/BIC/GEWZEITD,/BIC/GEWBISD,/BIC/GEWBISZ,/BIC/GEWERSTAT,RECORD
1731,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,14:49:44,KPI3,00000000000013942199,20160302135112,2016-03-02,14:51:12,,1731
1732,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,14:51:12,KPI4,00000000000013942199,20160302141014,2016-03-02,15:10:14,,1732
1733,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,15:10:14,KPI5,00000000000013942199,20160302141058,2016-03-02,15:10:58,,1733
1734,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,14:57:00,KPI3,00000000000013942196,20160302135825,2016-03-02,14:58:25,,1734
1735,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,14:58:25,KPI4,00000000000013942196,20160302141010,2016-03-02,15:10:10,,1735
1736,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,15:10:10,KPI5,00000000000013942196,20160302141058,2016-03-02,15:10:58,,1736
1737,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,14:56:32,KPI3,00000000000013942193,20160302135750,2016-03-02,14:57:50,,1737
1738,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,14:57:50,KPI4,00000000000013942193,20160302140959,2016-03-02,15:09:59,,1738
1739,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,15:09:59,KPI5,00000000000013942193,20160302141058,2016-03-02,15:10:58,,1739
1740,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,14:57:00,KPI3,00000000000013942195,20160302135815,2016-03-02,14:58:15,,1740
1741,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,14:58:15,KPI4,00000000000013942195,20160302141006,2016-03-02,15:10:06,,1741
1742,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,15:10:06,KPI5,00000000000013942195,20160302141058,2016-03-02,15:10:58,,1742
1743,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,14:57:00,KPI3,00000000000013942194,20160302135804,2016-03-02,14:58:04,,1743
1744,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,14:58:04,KPI4,00000000000013942194,20160302141003,2016-03-02,15:10:03,,1744
1745,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,15:10:03,KPI5,00000000000013942194,20160302141058,2016-03-02,15:10:58,,1745
1746,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,14:49:45,KPI3,00000000000013942192,20160302135132,2016-03-02,14:51:32,,1746
1747,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,14:51:32,KPI4,00000000000013942192,20160302140954,2016-03-02,15:09:54,,1747
1748,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,15:09:54,KPI5,00000000000013942192,20160302141058,2016-03-02,15:10:58,,1748
1749,0,0,,1,000000200000000352,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:07:12,KPI3,00000000000013943945,20160303151644,2016-03-03,16:16:44,,1749
1750,0,0,,1,000000200000000352,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:16:44,KPI4,00000000000013943945,20160303154515,2016-03-03,16:45:15,,1750
1751,0,0,,1,000000200000000352,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:45:15,KPI5,00000000000013943945,20160303154551,2016-03-03,16:45:51,,1751
1752,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,15:02:53,KPI3,00000000000013943704,20160302140610,2016-03-02,15:06:10,,1752
1753,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,15:06:10,KPI4,00000000000013943704,20160302141047,2016-03-02,15:10:47,,1753
1754,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,15:10:47,KPI5,00000000000013943704,20160302141058,2016-03-02,15:10:58,,1754
1755,0,0,,1,000000200000000352,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:07:12,KPI3,00000000000013943939,20160303151644,2016-03-03,16:16:44,,1755
1756,0,0,,1,000000200000000352,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:16:44,KPI4,00000000000013943939,20160303154540,2016-03-03,16:45:40,,1756
1757,0,0,,1,000000200000000352,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:45:40,KPI5,00000000000013943939,20160303154551,2016-03-03,16:45:51,,1757
1758,0,0,,1,000000200000000352,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:08:18,KPI3,00000000000013943957,20160303151657,2016-03-03,16:16:57,,1758
1759,0,0,,1,000000200000000352,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:16:57,KPI4,00000000000013943957,20160303154507,2016-03-03,16:45:07,,1759
1760,0,0,,1,000000200000000352,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:45:07,KPI5,00000000000013943957,20160303154551,2016-03-03,16:45:51,,1760
1761,0,0,,1,000000200000000352,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:07:12,KPI3,00000000000013943944,20160303151644,2016-03-03,16:16:44,,1761
1762,0,0,,1,000000200000000352,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:16:44,KPI4,00000000000013943944,20160303154519,2016-03-03,16:45:19,,1762
1763,0,0,,1,000000200000000352,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:45:19,KPI5,00000000000013943944,20160303154551,2016-03-03,16:45:51,,1763
1764,0,0,,1,000000200000000352,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:07:12,KPI3,00000000000013943938,20160303151644,2016-03-03,16:16:44,,1764
1765,0,0,,1,000000200000000352,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:16:44,KPI4,00000000000013943938,20160303154543,2016-03-03,16:45:43,,1765
1766,0,0,,1,000000200000000352,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:45:43,KPI5,00000000000013943938,20160303154551,2016-03-03,16:45:51,,1766
1767,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,15:02:53,KPI3,00000000000013943194,20160302140517,2016-03-02,15:05:17,,1767
1768,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,15:05:17,KPI4,00000000000013943194,20160302141026,2016-03-02,15:10:26,,1768
1769,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,15:10:26,KPI5,00000000000013943194,20160302141058,2016-03-02,15:10:58,,1769
1770,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,15:00:56,KPI3,00000000000013942333,20160302140507,2016-03-02,15:05:07,,1770
1771,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,15:05:07,KPI4,00000000000013942333,20160302141022,2016-03-02,15:10:22,,1771
1772,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,15:10:22,KPI5,00000000000013942333,20160302141058,2016-03-02,15:10:58,,1772
1773,0,0,,1,000000200000000352,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:07:12,KPI3,00000000000013943946,20160303151644,2016-03-03,16:16:44,,1773
1774,0,0,,1,000000200000000352,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:16:44,KPI4,00000000000013943946,20160303154511,2016-03-03,16:45:11,,1774
1775,0,0,,1,000000200000000352,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:45:11,KPI5,00000000000013943946,20160303154551,2016-03-03,16:45:51,,1775
1776,0,0,,1,000000200000000352,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:07:12,KPI3,00000000000013943937,20160303151644,2016-03-03,16:16:44,,1776
1777,0,0,,1,000000200000000352,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:16:44,KPI4,00000000000013943937,20160303154548,2016-03-03,16:45:48,,1777
1778,0,0,,1,000000200000000352,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:45:48,KPI5,00000000000013943937,20160303154551,2016-03-03,16:45:51,,1778
1779,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,15:02:53,KPI3,00000000000013943400,20160302140549,2016-03-02,15:05:49,,1779
1780,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,15:05:49,KPI4,00000000000013943400,20160302141036,2016-03-02,15:10:36,,1780
1781,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,15:10:36,KPI5,00000000000013943400,20160302141058,2016-03-02,15:10:58,,1781
1782,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,15:02:53,KPI3,00000000000013943703,20160302140600,2016-03-02,15:06:00,,1782
1783,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,15:06:00,KPI4,00000000000013943703,20160302141044,2016-03-02,15:10:44,,1783
1784,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,15:10:44,KPI5,00000000000013943703,20160302141058,2016-03-02,15:10:58,,1784
1785,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,15:02:53,KPI3,00000000000013943196,20160302140528,2016-03-02,15:05:28,,1785
1786,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,15:05:28,KPI4,00000000000013943196,20160302141029,2016-03-02,15:10:29,,1786
1787,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,15:10:29,KPI5,00000000000013943196,20160302141058,2016-03-02,15:10:58,,1787
1788,0,0,,1,000000200000000356,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,14:17:40,KPI3,00000000000013943887,20160303151644,2016-03-03,16:16:44,,1788
1789,0,0,,1,000000200000000356,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:16:44,KPI4,00000000000013943887,20160303155229,2016-03-03,16:52:29,,1789
1790,0,0,,1,000000200000000356,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:52:29,KPI5,00000000000013943887,20160303155239,2016-03-03,16:52:39,,1790
1791,0,0,,1,000000200000000356,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,14:17:40,KPI3,00000000000013943888,20160303151644,2016-03-03,16:16:44,,1791
1792,0,0,,1,000000200000000356,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:16:44,KPI4,00000000000013943888,20160303155225,2016-03-03,16:52:25,,1792
1793,0,0,,1,000000200000000356,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:52:25,KPI5,00000000000013943888,20160303155239,2016-03-03,16:52:39,,1793
1794,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,15:02:53,KPI3,00000000000013943198,20160302140538,2016-03-02,15:05:38,,1794
1795,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,15:05:38,KPI4,00000000000013943198,20160302141033,2016-03-02,15:10:33,,1795
1796,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,15:10:33,KPI5,00000000000013943198,20160302141058,2016-03-02,15:10:58,,1796
1797,0,0,,1,000000200000000354,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,14:17:40,KPI3,00000000000013943901,20160303151711,2016-03-03,16:17:11,,1797
1798,0,0,,1,000000200000000354,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:17:11,KPI4,00000000000013943901,20160303155101,2016-03-03,16:51:01,,1798
1799,0,0,,1,000000200000000354,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:51:01,KPI5,00000000000013943901,20160303155104,2016-03-03,16:51:04,,1799
1800,0,0,,1,000000200000000354,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,14:17:40,KPI3,00000000000013943903,20160303151657,2016-03-03,16:16:57,,1800
1801,0,0,,1,000000200000000354,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:16:57,KPI4,00000000000013943903,20160303155053,2016-03-03,16:50:53,,1801
1802,0,0,,1,000000200000000354,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:50:53,KPI5,00000000000013943903,20160303155104,2016-03-03,16:51:04,,1802
1803,0,0,,1,000000200000000354,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,14:17:40,KPI3,00000000000013943904,20160303151657,2016-03-03,16:16:57,,1803
1804,0,0,,1,000000200000000354,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:16:57,KPI4,00000000000013943904,20160303155049,2016-03-03,16:50:49,,1804
1805,0,0,,1,000000200000000354,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:50:49,KPI5,00000000000013943904,20160303155104,2016-03-03,16:51:04,,1805
1806,0,0,,1,000000200000000354,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,14:17:40,KPI3,00000000000013943907,20160303151657,2016-03-03,16:16:57,,1806
1807,0,0,,1,000000200000000354,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:16:57,KPI4,00000000000013943907,20160303155038,2016-03-03,16:50:38,,1807
1808,0,0,,1,000000200000000354,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:50:38,KPI5,00000000000013943907,20160303155104,2016-03-03,16:51:04,,1808
1809,0,0,,1,000000200000000354,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,14:17:40,KPI3,00000000000013943908,20160303151657,2016-03-03,16:16:57,,1809
1810,0,0,,1,000000200000000354,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:16:57,KPI4,00000000000013943908,20160303155034,2016-03-03,16:50:34,,1810
1811,0,0,,1,000000200000000354,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:50:34,KPI5,00000000000013943908,20160303155104,2016-03-03,16:51:04,,1811
1812,0,0,,1,000000200000000353,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,14:17:40,KPI3,00000000000013943921,20160303151711,2016-03-03,16:17:11,,1812
1813,0,0,,1,000000200000000353,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:17:11,KPI4,00000000000013943921,20160303154629,2016-03-03,16:46:29,,1813
1814,0,0,,1,000000200000000353,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:46:29,KPI5,00000000000013943921,20160303154704,2016-03-03,16:47:04,,1814
1815,0,0,,1,000000200000000353,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,14:17:40,KPI3,00000000000013943922,20160303151711,2016-03-03,16:17:11,,1815
1816,0,0,,1,000000200000000353,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:17:11,KPI4,00000000000013943922,20160303154625,2016-03-03,16:46:25,,1816
1817,0,0,,1,000000200000000353,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:46:25,KPI5,00000000000013943922,20160303154704,2016-03-03,16:47:04,,1817
1818,0,0,,1,000000200000000354,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,14:17:40,KPI3,00000000000013943905,20160303151657,2016-03-03,16:16:57,,1818
1819,0,0,,1,000000200000000354,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:16:57,KPI4,00000000000013943905,20160303155045,2016-03-03,16:50:45,,1819
1820,0,0,,1,000000200000000354,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:50:45,KPI5,00000000000013943905,20160303155104,2016-03-03,16:51:04,,1820
1821,0,0,,1,000000200000000354,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,14:17:40,KPI3,00000000000013943906,20160303151657,2016-03-03,16:16:57,,1821
1822,0,0,,1,000000200000000354,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:16:57,KPI4,00000000000013943906,20160303155041,2016-03-03,16:50:41,,1822
1823,0,0,,1,000000200000000354,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:50:41,KPI5,00000000000013943906,20160303155104,2016-03-03,16:51:04,,1823
1824,0,0,,1,000000200000000354,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,14:17:40,KPI3,00000000000013943909,20160303151657,2016-03-03,16:16:57,,1824
1825,0,0,,1,000000200000000354,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:16:57,KPI4,00000000000013943909,20160303155030,2016-03-03,16:50:30,,1825
1826,0,0,,1,000000200000000354,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:50:30,KPI5,00000000000013943909,20160303155104,2016-03-03,16:51:04,,1826
1827,0,0,,1,000000200000000354,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,14:17:40,KPI3,00000000000013943910,20160303151657,2016-03-03,16:16:57,,1827
1828,0,0,,1,000000200000000354,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:16:57,KPI4,00000000000013943910,20160303155026,2016-03-03,16:50:26,,1828
1829,0,0,,1,000000200000000354,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:50:26,KPI5,00000000000013943910,20160303155104,2016-03-03,16:51:04,,1829
1830,0,0,,1,000000200000000353,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,14:17:40,KPI3,00000000000013943919,20160303151711,2016-03-03,16:17:11,,1830
1831,0,0,,1,000000200000000353,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:17:11,KPI4,00000000000013943919,20160303154637,2016-03-03,16:46:37,,1831
1832,0,0,,1,000000200000000353,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:46:37,KPI5,00000000000013943919,20160303154704,2016-03-03,16:47:04,,1832
1833,0,0,,1,000000200000000353,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,14:17:40,KPI3,00000000000013943920,20160303151711,2016-03-03,16:17:11,,1833
1834,0,0,,1,000000200000000353,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:17:11,KPI4,00000000000013943920,20160303154633,2016-03-03,16:46:33,,1834
1835,0,0,,1,000000200000000353,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:46:33,KPI5,00000000000013943920,20160303154704,2016-03-03,16:47:04,,1835
1836,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,15:08:38,KPI3,00000000000013943406,20160302140930,2016-03-02,15:09:30,,1836
1837,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,15:09:30,KPI4,00000000000013943406,20160302141040,2016-03-02,15:10:40,,1837
1838,0,0,,1,000000200000000328,201609,,2016-03-02,201603,2016,3,038105101AAROH,LKW001,,,,2016-03-02,15:10:40,KPI5,00000000000013943406,20160302141058,2016-03-02,15:10:58,,1838
1839,0,0,,1,000000200000000352,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:07:12,KPI3,00000000000013943940,20160303151644,2016-03-03,16:16:44,,1839
1840,0,0,,1,000000200000000352,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:16:44,KPI4,00000000000013943940,20160303154536,2016-03-03,16:45:36,,1840
1841,0,0,,1,000000200000000352,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:45:36,KPI5,00000000000013943940,20160303154551,2016-03-03,16:45:51,,1841
1842,0,0,,1,000000200000000352,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:08:18,KPI3,00000000000013943958,20160303151657,2016-03-03,16:16:57,,1842
1843,0,0,,1,000000200000000352,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:16:57,KPI4,00000000000013943958,20160303154445,2016-03-03,16:44:45,,1843
1844,0,0,,1,000000200000000352,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:44:45,KPI5,00000000000013943958,20160303154551,2016-03-03,16:45:51,,1844
1845,0,0,,1,000000200000000351,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:08:18,KPI3,00000000000013943959,20160303151657,2016-03-03,16:16:57,,1845
1846,0,0,,1,000000200000000351,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:16:57,KPI4,00000000000013943959,20160303154328,2016-03-03,16:43:28,,1846
1847,0,0,,1,000000200000000351,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:43:28,KPI5,00000000000013943959,20160303154420,2016-03-03,16:44:20,,1847
1848,0,0,,1,000000200000000296,201609,,2016-03-02,201603,2016,3,06K103403AE,LKW3031054,,,,2016-03-02,16:24:20,KPI3,00000000000013938980,20160302152641,2016-03-02,16:26:41,,1848
1849,0,0,,1,000000200000000296,201609,,2016-03-03,201603,2016,4,06K103403AE,LKW3031054,,,,2016-03-02,16:26:41,KPI4,00000000000013938980,20160303095522,2016-03-03,10:55:22,,1849
1850,0,0,,1,000000200000000296,201609,,2016-03-03,201603,2016,4,06K103403AE,LKW3031054,,,,2016-03-03,10:55:22,KPI5,00000000000013938980,20160303095633,2016-03-03,10:56:33,,1850
1851,0,0,,1,000000200000000295,201609,,2016-03-02,201603,2016,3,06K103403AE,LKW3031053,,,,2016-03-02,16:24:20,KPI3,00000000000013938978,20160302152715,2016-03-02,16:27:15,,1851
1852,0,0,,1,000000200000000295,201609,,2016-03-03,201603,2016,4,06K103403AE,LKW3031053,,,,2016-03-02,16:27:15,KPI4,00000000000013938978,20160303095335,2016-03-03,10:53:35,,1852
1853,0,0,,1,000000200000000295,201609,,2016-03-03,201603,2016,4,06K103403AE,LKW3031053,,,,2016-03-03,10:53:35,KPI5,00000000000013938978,20160303095400,2016-03-03,10:54:00,,1853
1854,0,0,,1,000000200000000296,201609,,2016-03-02,201603,2016,3,06K103403AE,LKW3031054,,,,2016-03-02,16:24:20,KPI3,00000000000013938979,20160302153004,2016-03-02,16:30:04,,1854
1855,0,0,,1,000000200000000296,201609,,2016-03-03,201603,2016,4,06K103403AE,LKW3031054,,,,2016-03-02,16:30:04,KPI4,00000000000013938979,20160303095504,2016-03-03,10:55:04,,1855
1856,0,0,,1,000000200000000296,201609,,2016-03-03,201603,2016,4,06K103403AE,LKW3031054,,,,2016-03-03,10:55:04,KPI5,00000000000013938979,20160303095633,2016-03-03,10:56:33,,1856
1857,0,0,,1,000000200000000296,201609,,2016-03-02,201603,2016,3,06K103403AE,LKW3031054,,,,2016-03-02,16:24:21,KPI3,00000000000013938981,20160302152842,2016-03-02,16:28:42,,1857
1858,0,0,,1,000000200000000296,201609,,2016-03-03,201603,2016,4,06K103403AE,LKW3031054,,,,2016-03-02,16:28:42,KPI4,00000000000013938981,20160303095527,2016-03-03,10:55:27,,1858
1859,0,0,,1,000000200000000296,201609,,2016-03-03,201603,2016,4,06K103403AE,LKW3031054,,,,2016-03-03,10:55:27,KPI5,00000000000013938981,20160303095633,2016-03-03,10:56:33,,1859
1860,0,0,,1,000000200000000296,201609,,2016-03-02,201603,2016,3,06K103403AE,LKW3031054,,,,2016-03-02,16:24:21,KPI3,00000000000013943732,20160302154120,2016-03-02,16:41:20,,1860
1861,0,0,,1,000000200000000296,201609,,2016-03-03,201603,2016,4,06K103403AE,LKW3031054,,,,2016-03-02,16:41:20,KPI4,00000000000013943732,20160303095626,2016-03-03,10:56:26,,1861
1862,0,0,,1,000000200000000296,201609,,2016-03-03,201603,2016,4,06K103403AE,LKW3031054,,,,2016-03-03,10:56:26,KPI5,00000000000013943732,20160303095633,2016-03-03,10:56:33,,1862
1863,0,0,,1,000000200000000352,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:07:12,KPI3,00000000000013943941,20160303151644,2016-03-03,16:16:44,,1863
1864,0,0,,1,000000200000000352,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:16:44,KPI4,00000000000013943941,20160303154531,2016-03-03,16:45:31,,1864
1865,0,0,,1,000000200000000352,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,16:45:31,KPI5,00000000000013943941,20160303154551,2016-03-03,16:45:51,,1865
1866,0,0,,1,000000200000000356,201609,,2016-03-03,201603,2016,4,038105101AAROH,LKW001,,,,2016-03-03,14:17:40,KPI3,00000000000013943889,20160303151644,2016-03-03,16:16:44,,1866
