INDEX,CHNGID,RECORDTP,REQUID,WM_COUNT2,/BIC/G0WM_TU_N,CALWEEK,/BIC/GEWLSTAT,CALDAY,CALMONTH,CALYEAR,WEEKDAY1,WM_MATNR,WM_LICNUM,WM_VLTYP,WM_NLTYP,WM_VLPLA,/BIC/GEWVOND,/BIC/GEWVONZ,/BIC/GEWKPI,WM_NLENR,/BIC/GEWZEITD,/BIC/GEWBISD,/BIC/GEWBISZ,/BIC/GEWERSTAT,RECORD
591,0,0,,1,000000200000000237,201604,,2016-01-27,201601,2016,3,06J145713K,LKW1271435,,,,2016-01-19,12:10:51,KPI4,00000000000013940689,20160127133751,2016-01-27,14:37:51,,591
592,0,0,,1,000000200000000237,201604,,2016-01-27,201601,2016,3,06J145713K,LKW1271435,,,,2016-01-27,14:37:51,KPI5,00000000000013940689,20160127133754,2016-01-27,14:37:54,,592
593,0,0,,1,000000200000000237,201603,,2016-01-19,201601,2016,2,06J145713K,LKW1271435,,,,2016-01-13,14:37:26,KPI3,00000000000013940690,20160119111137,2016-01-19,12:11:37,,593
594,0,0,,1,000000200000000237,201604,,2016-01-27,201601,2016,3,06J145713K,LKW1271435,,,,2016-01-19,12:11:37,KPI4,00000000000013940690,20160127133748,2016-01-27,14:37:48,,594
595,0,0,,1,000000200000000237,201604,,2016-01-27,201601,2016,3,06J145713K,LKW1271435,,,,2016-01-27,14:37:48,KPI5,00000000000013940690,20160127133754,2016-01-27,14:37:54,,595
596,0,0,,1,000000200000000237,201603,,2016-01-19,201601,2016,2,06J145713K,LKW1271435,,,,2016-01-13,14:37:27,KPI3,00000000000125823550,20160119111614,2016-01-19,12:16:14,,596
597,0,0,,1,000000200000000237,201604,,2016-01-27,201601,2016,3,06J145713K,LKW1271435,,,,2016-01-19,12:16:14,KPI4,00000000000125823550,20160127133740,2016-01-27,14:37:40,,597
598,0,0,,1,000000200000000237,201604,,2016-01-27,201601,2016,3,06J145713K,LKW1271435,,,,2016-01-27,14:37:40,KPI5,00000000000125823550,20160127133754,2016-01-27,14:37:54,,598
599,0,0,,1,000000200000000237,201603,,2016-01-19,201601,2016,2,06J145713K,LKW1271435,,,,2016-01-13,14:37:27,KPI3,00000000000125823551,20160119111650,2016-01-19,12:16:50,,599
600,0,0,,1,000000200000000237,201604,,2016-01-27,201601,2016,3,06J145713K,LKW1271435,,,,2016-01-19,12:16:50,KPI4,00000000000125823551,20160127133736,2016-01-27,14:37:36,,600
601,0,0,,1,000000200000000237,201604,,2016-01-27,201601,2016,3,06J145713K,LKW1271435,,,,2016-01-27,14:37:36,KPI5,00000000000125823551,20160127133754,2016-01-27,14:37:54,,601
602,0,0,,1,000000200000000237,201603,,2016-01-19,201601,2016,2,06J145713K,LKW1271435,,,,2016-01-13,14:37:25,KPI3,00000000000013940687,20160119111228,2016-01-19,12:12:28,,602
603,0,0,,1,000000200000000237,201604,,2016-01-27,201601,2016,3,06J145713K,LKW1271435,,,,2016-01-19,12:12:28,KPI4,00000000000013940687,20160127133744,2016-01-27,14:37:44,,603
604,0,0,,1,000000200000000237,201604,,2016-01-27,201601,2016,3,06J145713K,LKW1271435,,,,2016-01-27,14:37:44,KPI5,00000000000013940687,20160127133754,2016-01-27,14:37:54,,604
605,0,0,,1,000000200000000177,201602,,2016-01-14,201601,2016,4,06J145713K,LKW001,,,,2016-01-14,15:53:05,KPI3,00000000000013940682,20160114145835,2016-01-14,15:58:35,,605
606,0,0,,1,000000200000000177,201604,,2016-01-27,201601,2016,3,06J145713K,LKW001,,,,2016-01-14,15:58:35,KPI4,00000000000013940682,20160127141000,2016-01-27,15:10:00,,606
607,0,0,,1,000000200000000177,201604,,2016-01-27,201601,2016,3,06J145713K,LKW001,,,,2016-01-27,15:10:00,KPI5,00000000000013940682,20160127141002,2016-01-27,15:10:02,,607
608,0,0,,1,000000200000000243,201605,,2016-02-05,201602,2016,5,06J145713K,ABC-999,,,,2016-01-14,15:53:05,KPI3,00000000000013941216,20160205094926,2016-02-05,10:49:26,,608
609,0,0,,1,000000200000000243,201605,,2016-02-05,201602,2016,5,06J145713K,ABC-999,,,,2016-02-05,10:49:26,KPI4,00000000000013941216,20160205095255,2016-02-05,10:52:55,,609
610,0,0,,1,000000200000000243,201605,,2016-02-05,201602,2016,5,06J145713K,ABC-999,,,,2016-02-05,10:52:55,KPI5,00000000000013941216,20160205095259,2016-02-05,10:52:59,,610
611,0,0,,1,000000200000000156,201603,,2016-01-18,201601,2016,1,059103601CJ,TZU-345,,,,2016-01-18,11:33:16,KPI3,00000000000013940710,20160118104106,2016-01-18,11:41:06,,611
612,0,0,,1,000000200000000156,201603,,2016-01-18,201601,2016,1,059103601CJ,TZU-345,,,,2016-01-18,11:41:06,KPI4,00000000000013940710,20160118104744,2016-01-18,11:47:44,,612
613,0,0,,1,000000200000000156,201603,,2016-01-18,201601,2016,1,059103601CJ,TZU-345,,,,2016-01-18,11:47:44,KPI5,00000000000013940710,20160118104758,2016-01-18,11:47:58,,613
614,0,0,,1,000000200000000156,201603,ST65,2016-01-18,201601,2016,1,059103601CJ,TZU-345,,,,,00:00:00,KPI51,00000000000013940710,0,,00:00:00,3,614
615,0,0,,1,000000200000000156,201603,,2016-01-18,201601,2016,1,059103601CJ,TZU-345,,,,2016-01-18,11:33:16,KPI3,00000000000013940711,20160118104126,2016-01-18,11:41:26,,615
616,0,0,,1,000000200000000156,201603,,2016-01-18,201601,2016,1,059103601CJ,TZU-345,,,,2016-01-18,11:41:26,KPI4,00000000000013940711,20160118104752,2016-01-18,11:47:52,,616
617,0,0,,1,000000200000000156,201603,,2016-01-18,201601,2016,1,059103601CJ,TZU-345,,,,2016-01-18,11:47:52,KPI5,00000000000013940711,20160118104758,2016-01-18,11:47:58,,617
618,0,0,,1,000000200000000156,201603,ST90,2016-01-18,201601,2016,1,059103601CJ,TZU-345,,,,,00:00:00,KPI51,00000000000013940711,0,,00:00:00,3,618
619,0,0,,1,,201603,,2016-01-19,201601,2016,2,04L103023E,,,,,2016-01-18,12:06:14,KPI3,00000000000013940725,20160119102036,2016-01-19,11:20:36,,619
620,0,0,,1,000000200000000217,201603,,2016-01-19,201601,2016,2,04L103023E,,,,,2016-01-19,13:56:15,KPI3,00000000000013940742,20160119155044,2016-01-19,16:50:44,,620
621,0,0,,1,000000200000000217,201603,,2016-01-20,201601,2016,3,04L103023E,,,,,2016-01-19,16:50:44,KPI4,00000000000013940742,20160120083813,2016-01-20,09:38:13,,621
622,0,0,,1,000000200000000217,201603,,2016-01-20,201601,2016,3,04L103023E,,,,,2016-01-20,09:38:13,KPI5,00000000000013940742,20160120083806,2016-01-20,09:38:06,,622
623,0,0,,1,000000200000000217,201603,,2016-01-20,201601,2016,3,04L103023E,,,,,2016-01-19,13:56:14,KPI3,00000000000013940744,20160120083618,2016-01-20,09:36:18,,623
624,0,0,,1,000000200000000217,201603,,2016-01-20,201601,2016,3,04L103023E,,,,,2016-01-20,09:36:18,KPI4,00000000000013940744,20160120083813,2016-01-20,09:38:13,,624
625,0,0,,1,000000200000000217,201603,,2016-01-20,201601,2016,3,04L103023E,,,,,2016-01-20,09:38:13,KPI5,00000000000013940744,20160120083806,2016-01-20,09:38:06,,625
626,0,0,,1,000000200000000238,201604,,2016-01-25,201601,2016,1,03L105266DE,LKW1271440,,,,2016-01-20,11:34:28,KPI3,00000000001000000508,20160125110042,2016-01-25,12:00:42,,626
627,0,0,,1,000000200000000238,201604,,2016-01-27,201601,2016,3,03L105266DE,LKW1271440,,,,2016-01-25,12:00:42,KPI4,00000000001000000508,20160127134047,2016-01-27,14:40:47,,627
628,0,0,,1,000000200000000238,201604,,2016-01-27,201601,2016,3,03L105266DE,LKW1271440,,,,2016-01-27,14:40:47,KPI5,00000000001000000508,20160127134055,2016-01-27,14:40:55,,628
629,0,0,,1,000000200000000238,201604,,2016-01-25,201601,2016,1,03L105266DE,LKW1271440,,,,2016-01-20,11:34:28,KPI3,00000000001000000125,20160125110128,2016-01-25,12:01:28,,629
630,0,0,,1,000000200000000238,201604,,2016-01-27,201601,2016,3,03L105266DE,LKW1271440,,,,2016-01-25,12:01:28,KPI4,00000000001000000125,20160127134042,2016-01-27,14:40:42,,630
631,0,0,,1,000000200000000238,201604,,2016-01-27,201601,2016,3,03L105266DE,LKW1271440,,,,2016-01-27,14:40:42,KPI5,00000000001000000125,20160127134055,2016-01-27,14:40:55,,631
632,0,0,,1,000000200000000280,201609,,2016-03-01,201603,2016,2,06J145713K,KISS01,,,,2016-01-20,11:41:57,KPI3,00000000000013940691,20160301105150,2016-03-01,11:51:50,,632
633,0,0,,1,000000200000000280,201609,,2016-03-01,201603,2016,2,06J145713K,KISS01,,,,2016-03-01,11:51:50,KPI4,00000000000013940691,20160301105544,2016-03-01,11:55:44,,633
634,0,0,,1,000000200000000280,201609,,2016-03-01,201603,2016,2,06J145713K,KISS01,,,,2016-03-01,11:55:44,KPI5,00000000000013940691,20160301105548,2016-03-01,11:55:48,,634
635,0,0,,1,000000200000000175,201604,,2016-01-27,201601,2016,3,06J145713K,LKW001,,,,2016-01-20,11:41:57,KPI3,00000000000013940683,20160127140251,2016-01-27,15:02:51,,635
636,0,0,,1,000000200000000175,201604,,2016-01-27,201601,2016,3,06J145713K,LKW001,,,,2016-01-27,15:02:51,KPI4,00000000000013940683,20160127140818,2016-01-27,15:08:18,,636
637,0,0,,1,000000200000000175,201604,,2016-01-27,201601,2016,3,06J145713K,LKW001,,,,2016-01-27,15:08:18,KPI5,00000000000013940683,20160127140842,2016-01-27,15:08:42,,637
638,0,0,,1,000000200000000175,201604,,2016-01-27,201601,2016,3,038105101AAROH,LKW001,,,,2016-01-26,15:44:41,KPI3,00000000000013940664,20160127140506,2016-01-27,15:05:06,,638
639,0,0,,1,000000200000000175,201604,,2016-01-27,201601,2016,3,038105101AAROH,LKW001,,,,2016-01-27,15:05:06,KPI4,00000000000013940664,20160127140810,2016-01-27,15:08:10,,639
640,0,0,,1,000000200000000175,201604,,2016-01-27,201601,2016,3,038105101AAROH,LKW001,,,,2016-01-27,15:08:10,KPI5,00000000000013940664,20160127140842,2016-01-27,15:08:42,,640
641,0,0,,1,000000200000000175,201604,,2016-01-27,201601,2016,3,038105101AAROH,LKW001,,,,2016-01-26,15:44:48,KPI3,00000000000013940665,20160127140523,2016-01-27,15:05:23,,641
642,0,0,,1,000000200000000175,201604,,2016-01-27,201601,2016,3,038105101AAROH,LKW001,,,,2016-01-27,15:05:23,KPI4,00000000000013940665,20160127140814,2016-01-27,15:08:14,,642
643,0,0,,1,000000200000000175,201604,,2016-01-27,201601,2016,3,038105101AAROH,LKW001,,,,2016-01-27,15:08:14,KPI5,00000000000013940665,20160127140842,2016-01-27,15:08:42,,643
644,0,0,,1,000000200000000220,201603,,2016-01-21,201601,2016,4,03N103023C,WA02,,,,2016-01-21,15:21:13,KPI3,00000000000013941151,20160121144606,2016-01-21,15:46:06,,644
645,0,0,,1,000000200000000220,201603,,2016-01-21,201601,2016,4,03N103023C,WA02,,,,2016-01-21,15:46:06,KPI4,00000000000013941151,20160121151838,2016-01-21,16:18:38,,645
646,0,0,,1,000000200000000220,201603,,2016-01-21,201601,2016,4,03N103023C,WA02,,,,2016-01-21,16:18:38,KPI5,00000000000013941151,20160121151848,2016-01-21,16:18:48,,646
647,0,0,,1,000000200000000220,201603,,2016-01-21,201601,2016,4,03N103023C,WA02,,,,2016-01-21,15:21:13,KPI3,00000000000013941153,20160121151340,2016-01-21,16:13:40,,647
648,0,0,,1,000000200000000220,201603,,2016-01-21,201601,2016,4,03N103023C,WA02,,,,2016-01-21,16:13:40,KPI4,00000000000013941153,20160121151844,2016-01-21,16:18:44,,648
649,0,0,,1,000000200000000220,201603,,2016-01-21,201601,2016,4,03N103023C,WA02,,,,2016-01-21,16:18:44,KPI5,00000000000013941153,20160121151848,2016-01-21,16:18:48,,649
650,0,0,,1,000000200000000172,201603,,2016-01-24,201601,2016,7,06E103023CQ,,,,,2016-01-24,22:13:08,KPI3,00000000000013939353,20160124220217,2016-01-24,23:02:17,,650
651,0,0,,1,000000200000000172,201604,,2016-01-25,201601,2016,1,06E103023CQ,,,,,2016-01-24,23:02:17,KPI4,00000000000013939353,20160125101542,2016-01-25,11:15:42,,651
652,0,0,,1,000000200000000172,201604,,2016-01-25,201601,2016,1,06E103023CQ,,,,,2016-01-25,11:15:42,KPI5,00000000000013939353,20160125101614,2016-01-25,11:16:14,,652
653,0,0,,1,000000200000000184,201604,,2016-01-25,201601,2016,1,079103373APROH,LKW001,,,,2016-01-25,11:43:11,KPI3,00000000000013941184,20160125104918,2016-01-25,11:49:18,,653
654,0,0,,1,000000200000000184,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-01-25,11:49:18,KPI4,00000000000013941184,20160203185542,2016-02-03,19:55:42,,654
655,0,0,,1,000000200000000184,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-02-03,19:55:42,KPI5,00000000000013941184,20160203185545,2016-02-03,19:55:45,,655
656,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-01-25,12:38:10,KPI3,00000000000013941190,20160203191805,2016-02-03,20:18:05,,656
657,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-02-03,20:18:05,KPI4,00000000000013941190,20160203194156,2016-02-03,20:41:56,,657
658,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-02-03,20:41:56,KPI5,00000000000013941190,20160203194321,2016-02-03,20:43:21,,658
659,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-01-25,12:38:10,KPI3,00000000000013941189,20160203191805,2016-02-03,20:18:05,,659
660,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-02-03,20:18:05,KPI4,00000000000013941189,20160203194152,2016-02-03,20:41:52,,660
661,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-02-03,20:41:52,KPI5,00000000000013941189,20160203194321,2016-02-03,20:43:21,,661
662,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-01-25,13:07:33,KPI3,00000000000013941320,20160203191712,2016-02-03,20:17:12,,662
663,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-02-03,20:17:12,KPI4,00000000000013941320,20160203194216,2016-02-03,20:42:16,,663
664,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-02-03,20:42:16,KPI5,00000000000013941320,20160203194321,2016-02-03,20:43:21,,664
665,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-01-25,12:55:59,KPI3,00000000000013941314,20160203191740,2016-02-03,20:17:40,,665
666,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-02-03,20:17:40,KPI4,00000000000013941314,20160203194201,2016-02-03,20:42:01,,666
667,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-02-03,20:42:01,KPI5,00000000000013941314,20160203194321,2016-02-03,20:43:21,,667
668,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-01-25,12:55:59,KPI3,00000000000013941316,20160203191740,2016-02-03,20:17:40,,668
669,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-02-03,20:17:40,KPI4,00000000000013941316,20160203194209,2016-02-03,20:42:09,,669
670,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-02-03,20:42:09,KPI5,00000000000013941316,20160203194321,2016-02-03,20:43:21,,670
671,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-01-25,13:07:33,KPI3,00000000000013941319,20160203191712,2016-02-03,20:17:12,,671
672,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-02-03,20:17:12,KPI4,00000000000013941319,20160203194212,2016-02-03,20:42:12,,672
673,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-02-03,20:42:12,KPI5,00000000000013941319,20160203194321,2016-02-03,20:43:21,,673
674,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-01-25,14:39:43,KPI3,00000000000013941326,20160203191647,2016-02-03,20:16:47,,674
675,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-02-03,20:16:47,KPI4,00000000000013941326,20160203194301,2016-02-03,20:43:01,,675
676,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-02-03,20:43:01,KPI5,00000000000013941326,20160203194321,2016-02-03,20:43:21,,676
677,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-01-25,14:39:43,KPI3,00000000000013941324,20160203191647,2016-02-03,20:16:47,,677
678,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-02-03,20:16:47,KPI4,00000000000013941324,20160203194219,2016-02-03,20:42:19,,678
679,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-02-03,20:42:19,KPI5,00000000000013941324,20160203194321,2016-02-03,20:43:21,,679
680,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-01-25,14:39:43,KPI3,00000000000013941325,20160203191647,2016-02-03,20:16:47,,680
681,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-02-03,20:16:47,KPI4,00000000000013941325,20160203194257,2016-02-03,20:42:57,,681
682,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-02-03,20:42:57,KPI5,00000000000013941325,20160203194321,2016-02-03,20:43:21,,682
683,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-01-25,14:50:52,KPI3,00000000000013941330,20160203191616,2016-02-03,20:16:16,,683
684,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-02-03,20:16:16,KPI4,00000000000013941330,20160203194308,2016-02-03,20:43:08,,684
685,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-02-03,20:43:08,KPI5,00000000000013941330,20160203194321,2016-02-03,20:43:21,,685
686,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-01-25,14:50:52,KPI3,00000000000013941329,20160203191616,2016-02-03,20:16:16,,686
687,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-02-03,20:16:16,KPI4,00000000000013941329,20160203194304,2016-02-03,20:43:04,,687
688,0,0,,1,000000200000000185,201605,,2016-02-03,201602,2016,3,079103373APROH,LKW001,,,,2016-02-03,20:43:04,KPI5,00000000000013941329,20160203194321,2016-02-03,20:43:21,,688
689,0,0,,1,000000200000000173,201604,,2016-01-26,201601,2016,2,059103353EF,LKW001,,,,2016-01-26,09:24:33,KPI3,00000000000013940606,20160126082658,2016-01-26,09:26:58,,689
690,0,0,,1,000000200000000173,201604,,2016-01-26,201601,2016,2,059103353EF,LKW001,,,,2016-01-26,09:26:58,KPI4,00000000000013940606,20160126082735,2016-01-26,09:27:35,,690
691,0,0,,1,000000200000000173,201604,,2016-01-26,201601,2016,2,059103353EF,LKW001,,,,2016-01-26,09:27:35,KPI5,00000000000013940606,20160126082759,2016-01-26,09:27:59,,691
692,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,2016-01-26,09:38:10,KPI3,00000000001000001623,20160126091357,2016-01-26,10:13:57,,692
693,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,2016-01-26,10:13:57,KPI4,00000000001000001623,20160126093843,2016-01-26,10:38:43,,693
694,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,2016-01-26,10:38:43,KPI5,00000000001000001623,20160126093910,2016-01-26,10:39:10,,694
695,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,,00:00:00,KPI6,00000000001000001623,20160126101249,,00:00:00,,695
696,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,2016-01-26,09:38:10,KPI3,00000000001000001653,20160126091408,2016-01-26,10:14:08,,696
697,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,2016-01-26,10:14:08,KPI4,00000000001000001653,20160126093855,2016-01-26,10:38:55,,697
698,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,2016-01-26,10:38:55,KPI5,00000000001000001653,20160126093910,2016-01-26,10:39:10,,698
699,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,,00:00:00,KPI6,00000000001000001653,20160126101249,,00:00:00,,699
700,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,2016-01-26,09:38:10,KPI3,00000000001000001661,20160126092156,2016-01-26,10:21:56,,700
701,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,2016-01-26,10:21:56,KPI4,00000000001000001661,20160126093823,2016-01-26,10:38:23,,701
702,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,2016-01-26,10:38:23,KPI5,00000000001000001661,20160126093910,2016-01-26,10:39:10,,702
703,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,,00:00:00,KPI6,00000000001000001661,20160126101249,,00:00:00,,703
704,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,2016-01-26,09:38:10,KPI3,00000000001000001067,20160126092237,2016-01-26,10:22:37,,704
705,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,2016-01-26,10:22:37,KPI4,00000000001000001067,20160126093836,2016-01-26,10:38:36,,705
706,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,2016-01-26,10:38:36,KPI5,00000000001000001067,20160126093910,2016-01-26,10:39:10,,706
707,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,,00:00:00,KPI6,00000000001000001067,20160126101249,,00:00:00,,707
708,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,2016-01-26,09:38:11,KPI3,00000000001000001650,20160126093420,2016-01-26,10:34:20,,708
709,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,2016-01-26,10:34:20,KPI4,00000000001000001650,20160126093848,2016-01-26,10:38:48,,709
710,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,2016-01-26,10:38:48,KPI5,00000000001000001650,20160126093910,2016-01-26,10:39:10,,710
711,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,,00:00:00,KPI6,00000000001000001650,20160126101249,,00:00:00,,711
712,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,2016-01-26,09:38:11,KPI3,00000000001000001651,20160126092903,2016-01-26,10:29:03,,712
713,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,2016-01-26,10:29:03,KPI4,00000000001000001651,20160126093851,2016-01-26,10:38:51,,713
714,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,2016-01-26,10:38:51,KPI5,00000000001000001651,20160126093910,2016-01-26,10:39:10,,714
715,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,,00:00:00,KPI6,00000000001000001651,20160126101249,,00:00:00,,715
716,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,2016-01-26,10:26:44,KPI3,00000000001000001665,20160126093159,2016-01-26,10:31:59,,716
717,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,2016-01-26,10:31:59,KPI4,00000000001000001665,20160126093859,2016-01-26,10:38:59,,717
718,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,2016-01-26,10:38:59,KPI5,00000000001000001665,20160126093910,2016-01-26,10:39:10,,718
719,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,,00:00:00,KPI6,00000000001000001665,20160126101249,,00:00:00,,719
720,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,2016-01-26,10:26:44,KPI3,00000000001000001669,20160126093041,2016-01-26,10:30:41,,720
721,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,2016-01-26,10:30:41,KPI4,00000000001000001669,20160126093828,2016-01-26,10:38:28,,721
722,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,2016-01-26,10:38:28,KPI5,00000000001000001669,20160126093910,2016-01-26,10:39:10,,722
723,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,,00:00:00,KPI6,00000000001000001669,20160126101249,,00:00:00,,723
724,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,2016-01-26,10:26:44,KPI3,00000000001000001673,20160126093346,2016-01-26,10:33:46,,724
725,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,2016-01-26,10:33:46,KPI4,00000000001000001673,20160126093831,2016-01-26,10:38:31,,725
726,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,2016-01-26,10:38:31,KPI5,00000000001000001673,20160126093910,2016-01-26,10:39:10,,726
727,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,,00:00:00,KPI6,00000000001000001673,20160126101249,,00:00:00,,727
728,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,2016-01-26,09:38:11,KPI3,00000000001000001620,20160126092643,2016-01-26,10:26:43,,728
729,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,2016-01-26,10:26:43,KPI4,00000000001000001620,20160126093840,2016-01-26,10:38:40,,729
730,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,2016-01-26,10:38:40,KPI5,00000000001000001620,20160126093910,2016-01-26,10:39:10,,730
731,0,0,,1,000000200000000223,201604,,2016-01-26,201601,2016,2,04L103023C,LKW1261037,,,,,00:00:00,KPI6,00000000001000001620,20160126101249,,00:00:00,,731
